"id"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"
"578b43fe67026f8d044daeba16bf1cd7"	"d__Bacteria"	"Cyanobacteria"	"Vampirivibrionia"	"Obscuribacterales"	"Obscuribacteraceae"
"395c52ea59da6ee9ca5a7f38d559045d"	"d__Bacteria"	"Cyanobacteria"	"Vampirivibrionia"	"Vampirovibrionales"	"Vampirovibrionales"
"29483c751540f67b35f1ce9844ba395d"	"d__Bacteria"	"Cyanobacteria"	"Vampirivibrionia"	"Vampirovibrionales"	"Unclassified Vampirovibrionales"
"68f744c0bf8a22e4a3d287a3573b52ef"	"d__Bacteria"	"Cyanobacteria"	"Vampirivibrionia"	"Vampirovibrionales"	"Vampirovibrionaceae"
"753459a0735d8aa8ebb6a51e93d4f7f6"	"d__Bacteria"	"Cyanobacteria"	"Vampirivibrionia"	"Unclassified Vampirivibrionia"	"Unclassified Vampirivibrionia"
"143e2107bf6409cf050b4748500b3f19"	"d__Bacteria"	"Cyanobacteria"	"Vampirivibrionia"	"Gastranaerophilales"	"Gastranaerophilales"
"96f3b6b35f5d9a26fd0910433ba76aa3"	"d__Bacteria"	"Cyanobacteria"	"Vampirivibrionia"	"Caenarcaniphilales"	"Caenarcaniphilales"
"2c8bff5c4ea018258f137529d51e47d2"	"d__Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Synechococcales"	"Synechococcales_Incertae_Sedis"
"6b333ddf87daf39da2690ddeeaa940b9"	"d__Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Limnotrichales"	"Limnotrichaceae"
"840821eb014737452db9cb9be3c22f7e"	"d__Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Leptolyngbyales"	"Leptolyngbyaceae"
"a1e41f59a6a2f0a3ca8efb43f1e2edff"	"d__Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Cyanobacteriales"	"Nostocaceae"
"63571c872ac01b048674e6e1799abb3b"	"d__Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Cyanobacteriales"	"Phormidiaceae"
"714a0b19b3b6af9b966dd9b4f3f55d28"	"d__Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Eurycoccales"	"Unclassified Eurycoccales"
"bc69adce8e3f0f21c14ff94973629d6b"	"d__Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Eurycoccales"	"Eurycoccales_Incertae_Sedis"
"a8ace63dfb3b72d54131a4a133a02008"	"d__Bacteria"	"Firmicutes"	"Bacilli"	"Acholeplasmatales"	"Acholeplasmataceae"
"341218ace88d00f93e12c630b4e67fde"	"d__Bacteria"	"Entotheonellaeota"	"Entotheonellia"	"Entotheonellales"	"Entotheonellaceae"
"e247471b5e5e941316da8ee148617f62"	"d__Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Francisellales"	"Francisellaceae"
"c18d51155c7fcb59d07d15c6489a37fc"	"d__Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiomicrospirales"	"Thioglobaceae"
"2f4365be061ecafb59a7cda7a183d221"	"d__Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Methylococcales"	"Methylomonadaceae"
"9e7d08f029634e46437b4c9eead0fcbc"	"d__Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Thiotrichaceae"
"926f475bef82b5d762a00d2cb36741c3"	"d__Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"SAR86_clade"	"SAR86_clade"
"66843d89c94cf4fb8d1d235dfdb9d4d5"	"d__Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"eub62A3"	"eub62A3"
"f986852b8e3745aa002609c310a17934"	"d__Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Steroidobacterales"	"Unclassified Steroidobacterales"
"101053501543f9299c3f828734dec9fb"	"d__Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Nitrincolaceae"
"3d44680f832278176eeefa1da630116a"	"d__Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Sedimenticolaceae"
"e00c6a14191d609a289deee63aefb7af"	"d__Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Granulosicoccales"	"Granulosicoccaceae"
