"id"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"p_abundance"	"freq"	"freq.pred"	"pred.lwr"	"pred.upr"	"bino.pred"	"bino.lwr"	"bino.upr"	"model"	"ci.mean"	"SE"	"zstat"	"p_value"	"padj"
"578b43fe67026f8d044daeba16bf1cd7"	"d__Bacteria"	"Cyanobacteria"	"Vampirivibrionia"	"Obscuribacterales"	"Obscuribacteraceae"	0.000503937007874016	0.0511811023622047	0.0230814084107592	0.0083630582523126	0.0620812771499136	0.395929295098227	0.337766522655433	0.457193068668995	"neutral"	0.053718218897601	0.0137036272697962	3.73485803098365	0.000207423980378323	0.144367090343313
"395c52ea59da6ee9ca5a7f38d559045d"	"d__Bacteria"	"Cyanobacteria"	"Vampirivibrionia"	"Vampirovibrionales"	"Vampirovibrionales"	0.000145669291338583	0.062992125984252	0.0067212699438202	0.00117780612459152	0.0373792016419675	0.135565637507426	0.0988596447265617	0.183130703167914	"above"	0.0362013955173759	0.00923504987688162	6.82098384134796	2.95367233090716e-11	2.05575594231138e-08
"29483c751540f67b35f1ce9844ba395d"	"d__Bacteria"	"Cyanobacteria"	"Vampirivibrionia"	"Vampirovibrionales"	"Unclassified Vampirovibrionales"	2.36220472440945e-05	0.0078740157480315	0.00109267341399003	4.22427952751192e-05	0.0275441425625326	0.0233455031198596	0.0106953871925479	0.0501985221011527	"neutral"	0.0275018997672575	0.00701579075695344	1.12232762076427	0.264818517286798	184.313688031611
"68f744c0bf8a22e4a3d287a3573b52ef"	"d__Bacteria"	"Cyanobacteria"	"Vampirivibrionia"	"Vampirovibrionales"	"Vampirovibrionaceae"	1.96850393700787e-05	0.00393700787401575	0.000910634874657863	2.97092024496189e-05	0.0272018672668066	0.0194927440547682	0.00832125366747153	0.044981938392398	"neutral"	0.027172158064357	0.00693167297560128	0.567973689450379	0.58191186007493	405.010654612151
"753459a0735d8aa8ebb6a51e93d4f7f6"	"d__Bacteria"	"Cyanobacteria"	"Vampirivibrionia"	"Unclassified Vampirivibrionia"	"Unclassified Vampirivibrionia"	3.1496062992126e-05	0.0196850393700787	0.00145666208735849	7.3269353516088e-05	0.0282225614718118	0.0310057092460659	0.0157121134911862	0.0602739564267642	"neutral"	0.0281492921182957	0.00718094186691217	2.74128933709686	0.00614813790770403	4.27910398376201
"143e2107bf6409cf050b4748500b3f19"	"d__Bacteria"	"Cyanobacteria"	"Vampirivibrionia"	"Gastranaerophilales"	"Gastranaerophilales"	0.000322834645669291	0.0590551181102362	0.0148416508587742	0.00428481439715155	0.0500995194818866	0.275944163977243	0.22462099931974	0.333943534017342	"above"	0.045814705084735	0.011687424766514	5.05287685610919	6.51464098766715e-07	0.000453419012741633
"96f3b6b35f5d9a26fd0910433ba76aa3"	"d__Bacteria"	"Cyanobacteria"	"Vampirivibrionia"	"Caenarcaniphilales"	"Caenarcaniphilales"	0.000188976377952756	0.0354330708661417	0.00871172764891357	0.00182103118040099	0.0406155511457201	0.172208722127408	0.130749283258895	0.223435377652928	"neutral"	0.0387945199653191	0.00989656121564264	3.58034170597922	0.000370838001809522	0.258103249259428
"2c8bff5c4ea018258f137529d51e47d2"	"d__Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Synechococcales"	"Synechococcales_Incertae_Sedis"	0.000464566929133858	0.0826771653543307	0.0212953910653984	0.00742265641809201	0.0595405764024174	0.37166063841687	0.314556648826101	0.432588763775802	"above"	0.0521179199843254	0.0132953877511034	6.21848470327382	1.19491932265437e-09	8.31663848567443e-07
"6b333ddf87daf39da2690ddeeaa940b9"	"d__Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Limnotrichales"	"Limnotrichaceae"	5.90551181102362e-05	0.015748031496063	0.0027296945861945	0.000237777157155001	0.030539304328934	0.0573468334474725	0.0348061729630127	0.0930772572767317	"neutral"	0.030301527171779	0.0077299814213722	2.03726640953135	0.0412828113478762	28.7328366981218
"840821eb014737452db9cb9be3c22f7e"	"d__Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Leptolyngbyales"	"Leptolyngbyaceae"	4.33070866141732e-05	0.0196850393700787	0.00200242414098217	0.000133704474319846	0.0292258638890601	0.0423836245693764	0.0236833449016464	0.0747195272275466	"neutral"	0.0290921594147403	0.00742146923845415	2.65244505334351	0.00799805858341734	5.56664877405847
