"id"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"
"395c52ea59da6ee9ca5a7f38d559045d"	"d__Bacteria"	"Cyanobacteria"	"Vampirivibrionia"	"Vampirovibrionales"	"Vampirovibrionales"
"143e2107bf6409cf050b4748500b3f19"	"d__Bacteria"	"Cyanobacteria"	"Vampirivibrionia"	"Gastranaerophilales"	"Gastranaerophilales"
"2c8bff5c4ea018258f137529d51e47d2"	"d__Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Synechococcales"	"Synechococcales_Incertae_Sedis"
"341218ace88d00f93e12c630b4e67fde"	"d__Bacteria"	"Entotheonellaeota"	"Entotheonellia"	"Entotheonellales"	"Entotheonellaceae"
"e247471b5e5e941316da8ee148617f62"	"d__Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Francisellales"	"Francisellaceae"
"9e7d08f029634e46437b4c9eead0fcbc"	"d__Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Thiotrichaceae"
"926f475bef82b5d762a00d2cb36741c3"	"d__Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"SAR86_clade"	"SAR86_clade"
"101053501543f9299c3f828734dec9fb"	"d__Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Nitrincolaceae"
"3d44680f832278176eeefa1da630116a"	"d__Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Sedimenticolaceae"
"4c39bf1253c2f1cce12b35f5760d662e"	"d__Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Saprospiraceae"
"546fbefec89be0f3e08588e73e663a7e"	"d__Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Crocinitomicaceae"
"0f2d26ea11b266299cfe5e64b364f750"	"d__Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prolixibacteraceae"
"53349adea11f00ead360ee54dae4e1ac"	"d__Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Bacteroidetes_BD2-2"
"9869c73bf523d6d4ae68ad2447762428"	"d__Bacteria"	"Bacteroidota"	"Bacteroidia"	"Sphingobacteriales"	"Unclassified Sphingobacteriales"
"0243b6b185e5cdb5e420f44747c32ab6"	"d__Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"NS9_marine_group"
"8fff9c7288d638eeb441a323a59c1b3b"	"d__Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Unclassified Chitinophagales"
"964e4e9caaea46408ea43e282ac11821"	"d__Bacteria"	"Bacteroidota"	"Bacteroidia"	"Sphingobacteriales"	"Lentimicrobiaceae"
"7afa6e4b4f4f3061b5cc38d81dc3109e"	"d__Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidetes_VC2.1_Bac22"	"Bacteroidetes_VC2.1_Bac22"
"efec0bac622bd32d004df90feb767e08"	"d__Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Unclassified Bacteroidales"
"6ea7e93cf845625b6f0034e0f164cbf1"	"d__Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"
"a29d1a66b7b90a351b8d451fe5b2ab2d"	"d__Bacteria"	"Bacteroidota"	"Bacteroidia"	"Sphingobacteriales"	"NS11-12_marine_group"
"45bd02c8a93d36cc3c30c500c33f7b30"	"d__Bacteria"	"Dependentiae"	"Babeliae"	"Babeliales"	"Babeliales"
"ce8043840e466e968556991ebf0cd3d1"	"d__Bacteria"	"Acidobacteriota"	"Holophagae"	"Acanthopleuribacterales"	"Acanthopleuribacteraceae"
"4d5a5ee526e3928b571bb61bab4ed252"	"d__Bacteria"	"Acidobacteriota"	"Subgroup_22"	"Subgroup_22"	"Subgroup_22"
"674de308e8746fd70713b9b5946f4d12"	"d__Bacteria"	"Acidobacteriota"	"Unclassified Acidobacteriota"	"Unclassified Acidobacteriota"	"Unclassified Acidobacteriota"
"25e4946a484803c533c11da2b913a145"	"d__Bacteria"	"Acidobacteriota"	"Thermoanaerobaculia"	"Thermoanaerobaculales"	"Thermoanaerobaculaceae"
"0255203339abcb8f73864d776021a7de"	"d__Bacteria"	"Planctomycetota"	"vadinHA49"	"vadinHA49"	"vadinHA49"
"d4a3e1ce6df0a890e45b096798b3cdc7"	"d__Bacteria"	"Planctomycetota"	"Phycisphaerae"	"Phycisphaerales"	"Phycisphaeraceae"
"81ae7604db66de1faa9f303683d344ab"	"d__Bacteria"	"Planctomycetota"	"Phycisphaerae"	"MSBL9"	"SG8-4"
"e06f7cc33d7304c1d66deb0e25baf3da"	"d__Bacteria"	"Planctomycetota"	"Phycisphaerae"	"Phycisphaerales"	"AKAU3564_sediment_group"
"63de6bf7b8eaa272ff211e396ef58ac4"	"d__Bacteria"	"Planctomycetota"	"Pla4_lineage"	"Pla4_lineage"	"Pla4_lineage"
"646f080addcec294b75a9fef46cb6834"	"d__Bacteria"	"Planctomycetota"	"BD7-11"	"BD7-11"	"BD7-11"
"1bca333db9a0c9627cf59e0f82b23848"	"d__Bacteria"	"Planctomycetota"	"Unclassified Planctomycetota"	"Unclassified Planctomycetota"	"Unclassified Planctomycetota"
"122211db3ffd3f79121d1f39865c9fb6"	"d__Bacteria"	"Planctomycetota"	"Pla3_lineage"	"Pla3_lineage"	"Pla3_lineage"
"f15a865328c135b277c721b83a3e12ed"	"d__Bacteria"	"Calditrichota"	"Calditrichia"	"Calditrichales"	"Calditrichaceae"
"0cce7f24a56349bad161b40bddedcbff"	"d__Archaea"	"Nanoarchaeota"	"Nanoarchaeia"	"Woesearchaeales"	"SCGC_AAA011-D5"
"ce2310b102eebe0970417c34ac4ecbb7"	"d__Archaea"	"Nanoarchaeota"	"Nanoarchaeia"	"Woesearchaeales"	"Unclassified Woesearchaeales"
"2d37ab728b83189bd97f8c8df230014e"	"d__Archaea"	"Nanoarchaeota"	"Nanoarchaeia"	"Woesearchaeales"	"SCGC_AAA286-E23"
"99703caf1c79276561a956533237e4d0"	"d__Archaea"	"Nanoarchaeota"	"Nanoarchaeia"	"Woesearchaeales"	"Woesearchaeales"
"3900f8b698f6a082561aa928354646e1"	"d__Archaea"	"Thermoplasmatota"	"Thermoplasmata"	"Marine_Group_II"	"Marine_Group_II"
"3c84479246b9d742d4dde5a575ba8328"	"d__Bacteria"	"Patescibacteria"	"Gracilibacteria"	"Gracilibacteria"	"Gracilibacteria"
"c69e0de0df1e0a03af608daa7f87858f"	"d__Bacteria"	"Patescibacteria"	"Gracilibacteria"	"Candidatus_Peregrinibacteria"	"Candidatus_Peregrinibacteria"
"90aa4412dc2917807b6686dbba77ecc7"	"d__Bacteria"	"Patescibacteria"	"Gracilibacteria"	"Candidatus_Peribacteria"	"Candidatus_Peribacteria"
"db2f14ebda98eb480599dc6497dce0d8"	"d__Bacteria"	"Patescibacteria"	"Saccharimonadia"	"Saccharimonadales"	"Saccharimonadales"
"4c03a6012b66cc577f1c6c89b4eab750"	"d__Bacteria"	"Patescibacteria"	"ABY1"	"Candidatus_Komeilibacteria"	"Candidatus_Komeilibacteria"
"02d479164d623dee8db60aad2d5e50d8"	"d__Bacteria"	"Patescibacteria"	"ABY1"	"Unclassified ABY1"	"Unclassified ABY1"
"b8f51dca53bbedf89d03423fdb369f92"	"d__Bacteria"	"Patescibacteria"	"ABY1"	"Candidatus_Uhrbacteria"	"Candidatus_Uhrbacteria"
"8a39607ea83d5f347d8225a2d165eba2"	"d__Bacteria"	"Patescibacteria"	"Gracilibacteria"	"Absconditabacteriales_(SR1)"	"Absconditabacteriales_(SR1)"
"92ea04e5f99479c6e135a2ccfcb54902"	"d__Bacteria"	"Verrucomicrobiota"	"Chlamydiae"	"Chlamydiales"	"Parachlamydiaceae"
"90599d3f17243caf1f6fc0af0d09cc39"	"d__Bacteria"	"Verrucomicrobiota"	"Chlamydiae"	"Chlamydiales"	"Unclassified Chlamydiales"
"2e2e81d43ad2f69f25cb25234f69159b"	"d__Bacteria"	"Verrucomicrobiota"	"Chlamydiae"	"Chlamydiales"	"Simkaniaceae"
"e34d087a1f427e00a92a8fab489634a5"	"d__Bacteria"	"Acidobacteriota"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae"
"1a6d25d57cc4a24f47a1f3993722c047"	"d__Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Methylacidiphilales"	"Methylacidiphilaceae"
"bbe93dea1074b7fa355e1d327e3c0350"	"d__Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Pedosphaerales"	"Pedosphaeraceae"
"c0e9873e2ae9aa68b2956e3fe1b9acc6"	"d__Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"
"280501bc77618431f2f540b9b55d9821"	"d__Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"
"cb766720a9f45a93217b1a5fcc980ff8"	"d__Bacteria"	"Spirochaetota"	"Leptospirae"	"Leptospirales"	"Leptospiraceae"
"ca4c0b3b6ae4415c8c33acad70393309"	"d__Bacteria"	"Latescibacterota"	"Latescibacteria"	"Latescibacterales"	"Latescibacteraceae"
"32084126c9ee0545fdbd5516d8e07397"	"d__Bacteria"	"Actinobacteriota"	"Thermoleophilia"	"Gaiellales"	"uncultured"
"45233667104bf4e73671dd1c315930a4"	"d__Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"Ilumatobacteraceae"
"86b66d843767b5b785fa66633beaeba4"	"d__Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"Microtrichaceae"
"cf95e57fcce8a52107740cb4827dfd46"	"d__Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Actinomarinales"	"uncultured"
"1ecc239307b7b04198ce99e66fb5d381"	"d__Bacteria"	"Planctomycetota"	"Planctomycetes"	"Gemmatales"	"Gemmataceae"
"01be1538671b3d13a25a4ea0aba18162"	"d__Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Rubinisphaeraceae"
"a3a13eb4341192992b987f35969696dc"	"d__Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"uncultured"
"dbe154fab26b7f9d4451146c0e9b4e61"	"d__Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Gimesiaceae"
"a4a4d436e5d14678ef09e99f12994080"	"d__Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"
"ae12f69470f52e117e446889105f8b7f"	"d__Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"PAUC26f"	"PAUC26f"
"5cde07c1db791ae92bd40f8e944e2a93"	"d__Bacteria"	"Sumerlaeota"	"Sumerlaeia"	"Sumerlaeales"	"Sumerlaeaceae"
"96f6066ea638983d9a9d8059e56ed783"	"d__Bacteria"	"Nitrospirota"	"Nitrospiria"	"Nitrospirales"	"Nitrospiraceae"
"1c6c9880f8c426332f5bfc3622fe4600"	"d__Bacteria"	"Chloroflexi"	"Dehalococcoidia"	"S085"	"S085"
"13410e4186436f3e36ebd90be22dcf49"	"d__Bacteria"	"Chloroflexi"	"JG30-KF-CM66"	"JG30-KF-CM66"	"JG30-KF-CM66"
"9712b94d254caa64828d2113bc2248c9"	"d__Bacteria"	"Chloroflexi"	"TK10"	"TK10"	"TK10"
"c5ea83f4ca1a85332d75649dfd02bb2b"	"d__Bacteria"	"Chloroflexi"	"KD4-96"	"KD4-96"	"KD4-96"
"2816b4e1ea3f45da6b3be336dbfccfcc"	"d__Bacteria"	"Chloroflexi"	"Anaerolineae"	"Anaerolineales"	"Anaerolineaceae"
"8bae9dc6086db62e70e35afc10b59432"	"d__Bacteria"	"Chloroflexi"	"Anaerolineae"	"Ardenticatenales"	"uncultured"
"d02f0cdebf1980e806e52aac052101d5"	"d__Bacteria"	"Chloroflexi"	"Anaerolineae"	"SBR1031"	"A4b"
"d0de063ec10b5fb92065e467b922eee8"	"d__Bacteria"	"Chloroflexi"	"Anaerolineae"	"SBR1031"	"SBR1031"
"e21194fa9969237001c2350a4a9b8911"	"d__Bacteria"	"Chloroflexi"	"Anaerolineae"	"Caldilineales"	"Caldilineaceae"
"e84937bfed53c219fedbe1366dc5b7e6"	"d__Bacteria"	"Chloroflexi"	"Anaerolineae"	"Ardenticatenales"	"Ardenticatenaceae"
"6efde04329a22eebd69266700641d3f3"	"d__Bacteria"	"Nitrospinota"	"Nitrospinia"	"Nitrospinales"	"Nitrospinaceae"
"269285b73708c7c0096b6bb562851459"	"d__Bacteria"	"Myxococcota"	"Myxococcia"	"Myxococcales"	"Myxococcaceae"
"001c5ff06bad62ce6adaf9c2899b06f2"	"d__Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Hyphomicrobiaceae"
"698072b2983e4a8bf1c2ecf6490bd03a"	"d__Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Parvibaculales"	"PS1_clade"
"5772c284ab9d3f16afa73c415adbc751"	"d__Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"Rickettsiaceae"
"9c6bf4e18ffd79ea014ae4bf919580b0"	"d__Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"SM2D12"
"39fff6fd14ba29c104812611774f793a"	"d__Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Micavibrionales"	"Micavibrionaceae"
"699d67273bcdcb26b67c11e7177ee453"	"d__Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Micavibrionales"	"uncultured"
"8bd63824ad21ae28f7c49f3731e1d51e"	"d__Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfocapsaceae"
"ae5060fd123f19bba83bc6c71fff5901"	"d__Bacteria"	"SAR324_clade(Marine_group_B)"	"SAR324_clade(Marine_group_B)"	"SAR324_clade(Marine_group_B)"	"SAR324_clade(Marine_group_B)"
"637a5b6cecdf2c1b6bccc972443e4b60"	"d__Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bacteriovoracales"	"Bacteriovoracaceae"
"a2a7e813771dab313bb94b7a4277e86d"	"d__Bacteria"	"Proteobacteria"	"Unclassified Proteobacteria"	"Unclassified Proteobacteria"	"Unclassified Proteobacteria"
"f967550a78053daf1359ee79893c51fe"	"d__Bacteria"	"Dadabacteria"	"Dadabacteriia"	"Dadabacteriales"	"Dadabacteriales"
"1cb9e208a4ddc1874e6312ab88f5d4cf"	"d__Bacteria"	"Marinimicrobia_(SAR406_clade)"	"Marinimicrobia_(SAR406_clade)"	"Marinimicrobia_(SAR406_clade)"	"Marinimicrobia_(SAR406_clade)"
"accee5486335ff5e2da9c57a90e78551"	"d__Bacteria"	"Fibrobacterota"	"Fibrobacteria"	"Fibrobacterales"	"Fibrobacteraceae"
"13edc181295be4d7edd686f3bb798dd6"	"d__Bacteria"	"Bdellovibrionota"	"Oligoflexia"	"0319-6G20"	"0319-6G20"
"dd7283b018a9537ad90a90c1560ba6cb"	"d__Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Thalassobaculales"	"uncultured"
"cfeff6f955e6f26c5d256f4a5d18dfd8"	"d__Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Defluviicoccales"	"uncultured"
"27df0f19fe03fb8c4cd6bb569f80159d"	"d__Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Unclassified Alphaproteobacteria"	"Unclassified Alphaproteobacteria"
"8126c740ba85d052040a0c97f5a38871"	"d__Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Kiloniellales"	"Kiloniellaceae"
