"sample_name_backup","expedition_number","BiologicalMatter","faith_pd","faith_SR"
"1","E1.10.Poc.dami.1.20140731.M","E1","Coral Mucus",3.885307188,33
"2","E1.10.Sty.pist.1.20140807.M","E1","Coral Mucus",6.08396921,58
"3","E1.10.Sty.pist.1.20140815.M","E1","Coral Mucus",13.93639618,98
"4","E1.11.Fun.sp.1.20140730.M","E1","Coral Mucus",23.882216131,134
"5","E1.11.Fun.sp.1.20140811.M","E1","Coral Mucus",9.327708842,56
"6","E1.11.Lep.tran.1.20140731.M","E1","Coral Mucus",2.535827933,33
"7","E1.11.Psa.cont.1.20140730.M","E1","Coral Mucus",2.35220004,31
"8","E1.11.Psa.digi.1.20140807.M","E1","Coral Mucus",17.89655388,131
"9","E1.14.Phy.lich.1.20140811.M","E1","Coral Mucus",2.139538776,23
"10","E1.15.Dip.heli.1.20140726.M","E1","Coral Mucus",9.724080823,58
"11","E1.15.Dip.heli.1.20140809.M","E1","Coral Mucus",15.379140863,112
"12","E1.15.Dip.heli.1.20140815.M","E1","Coral Mucus",10.003886946,69
"13","E1.15.Dip.heli.1.20140905.M","E1","Coral Mucus",5.691151882,94
"14","E1.17.Cau.furc.1.20140801.M","E1","Coral Mucus",13.572289862,60
"15","E1.17.Ech.lame.1.20140905.M","E1","Coral Mucus",6.92990037,99
"16","E1.17.Ech.mamm.1.20140728.M","E1","Coral Mucus",5.616826221,65
"17","E1.17.Ech.mamm.1.20140815.M","E1","Coral Mucus",13.470524015,99
"18","E1.17.Fav.sp.1.20140805.M","E1","Coral Mucus",8.785885385,42
"19","E1.17.Fav.sp.1.20140811.M","E1","Coral Mucus",22.554480246,138
"20","E1.17.Fav.sp.2.20140805.M","E1","Coral Mucus",18.334274513,112
"21","E1.17.Hyd.exes.1.20140803.M","E1","Coral Mucus",6.898136966,47
"22","E1.19.Lob.sp.1.20140730.M","E1","Coral Mucus",9.24883362,119
"23","E1.19.Lob.sp.1.20140809.M","E1","Coral Mucus",16.01489873,125
"24","E1.19.Sym.sp.1.20140724.M","E1","Coral Mucus",2.819441825,63
"25","E1.19.Sym.sp.1.20140814.M","E1","Coral Mucus",8.591024064,69
"26","E1.19.Sym.sp.1.20140815.M","E1","Coral Mucus",6.765837412,70
"27","E1.19.Sym.sp.1.20140905.M","E1","Coral Mucus",10.773239274,126
"28","E1.2.Tur.pelt.1.20140814.M","E1","Coral Mucus",10.995495943,51
"29","E1.2.Tur.reni.1.20140730.M","E1","Coral Mucus",17.960635804,114
"30","E1.2.Tur.reni.1.20140814.M","E1","Coral Mucus",17.98904047,116
"31","E1.2.Tur.stel.1.20140805.M","E1","Coral Mucus",15.830373687,88
"32","E1.3.Por.cyli.1.20140801.M","E1","Coral Mucus",1.839832349,16
"33","E1.3.Por.cyli.1.20140815.M","E1","Coral Mucus",12.713974814,70
"34","E1.3.Por.loba.1.20140724.M","E1","Coral Mucus",12.46258987,69
"35","E1.3.Por.loba.1.20140726.M","E1","Coral Mucus",6.50520007,26
"36","E1.3.Por.loba.1.20140905.M","E1","Coral Mucus",8.11850304,65
"37","E1.4.Pac.rugo.1.20140728.M","E1","Coral Mucus",6.153576161,54
"38","E1.4.Pac.rugo.1.20140814.M","E1","Coral Mucus",18.846759968,158
"39","E1.4.Pac.spec.1.20140811.M","E1","Coral Mucus",11.546797474,105
"40","E1.5.Gal.astr.1.20140728.M","E1","Coral Mucus",19.978201052,148
"41","E1.5.Gal.astr.1.20140807.M","E1","Coral Mucus",13.428702453,85
"42","E1.5.Gal.astr.1.20140814.M","E1","Coral Mucus",15.343946756,159
"43","E1.5.Gal.astr.1.20140905.M","E1","Coral Mucus",11.990719591,89
"44","E1.6.Acr.humi.1.20140731.M","E1","Coral Mucus",5.809849039,73
"45","E1.6.Acr.sp.1.20140905.M","E1","Coral Mucus",3.33987945,90
"46","E1.6.Iso.pali.1.20140803.M","E1","Coral Mucus",11.998609961,96
"47","E1.6.Iso.pali.1.20140815.M","E1","Coral Mucus",12.65856954,98
"48","E1.6.Mon.hisp.1.20140807.M","E1","Coral Mucus",1.671211221,28
"49","E1.7.Pav.sp.1.20140905.M","E1","Coral Mucus",5.428149187,92
"50","E1.7.Pav.vari.1.20140805.M","E1","Coral Mucus",14.249274152,82
"51","E1.7.Pav.vari.1.20140815.M","E1","Coral Mucus",10.082592938,96
"52","E1.7.Pav.veno.1.20140809.M","E1","Coral Mucus",16.651033022,122
"53","E1.7.Pav.veno.1.20140811.M","E1","Coral Mucus",16.297577116,113
"54","E10.10.Poc.dami.1.20150630.M","E10","Coral Mucus",4.897332717,64
"55","E10.10.Sty.pist.1.20150630.M","E10","Coral Mucus",3.265146085,64
"56","E10.10.Sty.pist.2.20150630.M","E10","Coral Mucus",8.178567783,103
"57","E10.10.Sty.pist.3.20150630.M","E10","Coral Mucus",1.300477127,37
"58","E10.17.Fav.abdi.1.20150630.M","E10","Coral Mucus",3.007870816,40
"59","E10.17.Fav.abdi.2.20150630.M","E10","Coral Mucus",3.403137337,50
"60","E10.17.Gon.favu.1.20150629.M","E10","Coral Mucus",11.289431001,93
"61","E10.17.Gon.favu.1.20150630.M","E10","Coral Mucus",4.00066513,55
"62","E10.17.Gon.favu.2.20150630.M","E10","Coral Mucus",3.479588498,64
"63","E10.17.Mon.curt.3.20150629.M","E10","Coral Mucus",2.055904883,38
"64","E10.Aca.hill.1.20150629.M","E10","Coral Mucus",30.275138676,245
"65","E10.Aca.hill.2.20150629.M","E10","Coral Mucus",2.136811239,37
"66","E10.Aca.hill.3.20150629.M","E10","Coral Mucus",7.482609675,56
