"sample_name_backup","expedition_number","BiologicalMatter","faith_pd","faith_SR"
"1","E1.10.Poc.dami.1.20140728.T","E1","Coral Tissue",2.413143774,22
"2","E1.10.Poc.dami.1.20140731.M","E1","Coral Mucus",3.885307188,33
"3","E1.10.Poc.dami.1.20140731.S","E1","Coral Skeleton",11.070314491,103
"4","E1.10.Poc.dami.1.20140731.T","E1","Coral Tissue",10.29419227,64
"5","E1.10.Poc.dami.1.20140905.S","E1","Coral Skeleton",3.184593404,43
"6","E1.10.Sty.pist.1.20140807.M","E1","Coral Mucus",6.08396921,58
"7","E1.10.Sty.pist.1.20140815.M","E1","Coral Mucus",13.394304297,100
"8","E1.10.Sty.pist.1.20140815.T","E1","Coral Tissue",2.075266802,38
"9","E1.11.Fun.sp.1.20140730.M","E1","Coral Mucus",24.210689948,143
"10","E1.11.Fun.sp.1.20140730.T","E1","Coral Tissue",19.332107819,131
"11","E1.11.Fun.sp.1.20140811.M","E1","Coral Mucus",9.895461292,58
"12","E1.11.Fun.sp.1.20140811.S","E1","Coral Skeleton",10.892173569,102
"13","E1.11.Fun.sp.1.20140811.T","E1","Coral Tissue",8.897863855,42
"14","E1.11.Lep.tran.1.20140731.M","E1","Coral Mucus",2.535827933,33
"15","E1.11.Lep.tran.1.20140731.S","E1","Coral Skeleton",19.774488315,118
"16","E1.11.Lep.tran.1.20140731.T","E1","Coral Tissue",18.888969931,108
"17","E1.11.Psa.cont.1.20140730.M","E1","Coral Mucus",2.35220004,31
"18","E1.11.Psa.cont.1.20140730.S","E1","Coral Skeleton",5.431638976,44
"19","E1.11.Psa.cont.1.20140730.TS","E1","Whole Coral",3.122922586,30
"20","E1.11.Psa.cont.1.20140730.T","E1","Coral Tissue",4.351491399,36
"21","E1.11.Psa.digi.1.20140807.M","E1","Coral Mucus",18.370023408,133
"22","E1.11.Psa.digi.1.20140807.S","E1","Coral Skeleton",25.912913276,234
"23","E1.11.Psa.digi.1.20140807.T","E1","Coral Tissue",10.825774077,71
"24","E1.14.Phy.lich.1.20140801.S","E1","Coral Skeleton",25.460699395,183
"25","E1.14.Phy.lich.1.20140811.M","E1","Coral Mucus",2.139538776,23
"26","E1.14.Phy.lich.1.20140811.S","E1","Coral Skeleton",30.961657499,273
"27","E1.14.Phy.lich.1.20140811.T","E1","Coral Tissue",4.346981694,57
"28","E1.15.Dip.heli.1.20140726.M","E1","Coral Mucus",9.691680109,58
"29","E1.15.Dip.heli.1.20140726.S","E1","Coral Skeleton",18.581854274,138
"30","E1.15.Dip.heli.1.20140726.T","E1","Coral Tissue",20.089280411,144
"31","E1.15.Dip.heli.1.20140809.M","E1","Coral Mucus",15.546482368,114
"32","E1.15.Dip.heli.1.20140809.S","E1","Coral Skeleton",31.669865257,239
"33","E1.15.Dip.heli.1.20140809.T","E1","Coral Tissue",30.494863624,280
"34","E1.15.Dip.heli.1.20140815.M","E1","Coral Mucus",9.954953813,68
"35","E1.15.Dip.heli.1.20140815.S","E1","Coral Skeleton",18.517870471,140
"36","E1.15.Dip.heli.1.20140815.T","E1","Coral Tissue",22.119237172,146
"37","E1.15.Dip.heli.1.20140905.M","E1","Coral Mucus",5.789333688,96
"38","E1.15.Dip.heli.1.20140905.S","E1","Coral Skeleton",30.124622849,241
"39","E1.15.Dip.heli.1.20140905.T","E1","Coral Tissue",22.103055922,203
"40","E1.17.Cau.furc.1.20140801.DS","E1","Coral Skeleton",20.297437015,148
"41","E1.17.Cau.furc.1.20140801.M","E1","Coral Mucus",13.846807634,61
"42","E1.17.Cau.furc.1.20140801.S","E1","Coral Skeleton",13.66474646,83
"43","E1.17.Cau.furc.1.20140801.T","E1","Coral Tissue",16.606812309,87
"44","E1.17.Ech.lame.1.20140905.M","E1","Coral Mucus",6.982380454,104
"45","E1.17.Ech.lame.1.20140905.S","E1","Coral Skeleton",5.604464793,92
"46","E1.17.Ech.lame.1.20140905.T","E1","Coral Tissue",6.300664962,96
"47","E1.17.Ech.mamm.1.20140728.M","E1","Coral Mucus",5.613896076,64
"48","E1.17.Ech.mamm.1.20140728.S","E1","Coral Skeleton",3.38876202,30
"49","E1.17.Ech.mamm.1.20140815.M","E1","Coral Mucus",13.482854036,100
"50","E1.17.Ech.mamm.1.20140815.T","E1","Coral Tissue",6.726764653,70
"51","E1.17.Fav.sp.1.20140805.M","E1","Coral Mucus",8.785885385,42
"52","E1.17.Fav.sp.1.20140805.S","E1","Coral Skeleton",8.619650258,54
"53","E1.17.Fav.sp.1.20140805.T","E1","Coral Tissue",11.84218197,101
"54","E1.17.Fav.sp.1.20140811.M","E1","Coral Mucus",22.733382133,138
"55","E1.17.Fav.sp.1.20140811.S","E1","Coral Skeleton",20.425549235,167
"56","E1.17.Fav.sp.1.20140811.T","E1","Coral Tissue",16.188965143,102
"57","E1.17.Fav.sp.2.20140805.M","E1","Coral Mucus",19.146318207,116
"58","E1.17.Fav.sp.2.20140805.S","E1","Coral Skeleton",16.4840902,164
"59","E1.17.Fav.sp.2.20140805.T","E1","Coral Tissue",17.164637389,118
"60","E1.17.Hyd.exes.1.20140803.M","E1","Coral Mucus",6.898136966,47
"61","E1.17.Hyd.exes.1.20140803.S","E1","Coral Skeleton",14.229098105,128
"62","E1.17.Hyd.exes.1.20140803.T","E1","Coral Tissue",5.977327478,53
"63","E1.19.Lob.sp.1.20140730.M","E1","Coral Mucus",9.208451302,114
"64","E1.19.Lob.sp.1.20140730.S","E1","Coral Skeleton",18.248051772,113
"65","E1.19.Lob.sp.1.20140730.T","E1","Coral Tissue",3.105785074,48
"66","E1.19.Lob.sp.1.20140809.M","E1","Coral Mucus",15.773433161,130
"67","E1.19.Lob.sp.1.20140809.S","E1","Coral Skeleton",25.612011344,199
"68","E1.19.Lob.sp.1.20140809.T","E1","Coral Tissue",22.864239192,166
"69","E1.19.Sym.sp.1.20140724.M","E1","Coral Mucus",2.819441825,63
"70","E1.19.Sym.sp.1.20140724.S","E1","Coral Skeleton",19.516972749,141
"71","E1.19.Sym.sp.1.20140814.M","E1","Coral Mucus",8.593994057,70
"72","E1.19.Sym.sp.1.20140814.S","E1","Coral Skeleton",5.939746446,55
"73","E1.19.Sym.sp.1.20140814.T","E1","Coral Tissue",5.856081932,48
"74","E1.19.Sym.sp.1.20140815.M","E1","Coral Mucus",6.87231036,71
"75","E1.19.Sym.sp.1.20140815.S","E1","Coral Skeleton",4.938003569,66
"76","E1.19.Sym.sp.1.20140815.T","E1","Coral Tissue",2.82000567,63
"77","E1.19.Sym.sp.1.20140905.M","E1","Coral Mucus",10.343584757,121
"78","E1.19.Sym.sp.1.20140905.S","E1","Coral Skeleton",14.768963927,108
"79","E1.19.Sym.sp.1.20140905.T","E1","Coral Tissue",18.214502496,109
"80","E1.2.Tur.pelt.1.20140814.M","E1","Coral Mucus",10.995495943,51
"81","E1.2.Tur.pelt.1.20140814.S","E1","Coral Skeleton",9.316044332,95
"82","E1.2.Tur.pelt.1.20140814.T","E1","Coral Tissue",18.849167368,143
"83","E1.2.Tur.reni.1.20140730.M","E1","Coral Mucus",17.856214334,111
"84","E1.2.Tur.reni.1.20140730.S","E1","Coral Skeleton",19.402133599,164
"85","E1.2.Tur.reni.1.20140730.T","E1","Coral Tissue",22.37739575,158
"86","E1.2.Tur.reni.1.20140814.M","E1","Coral Mucus",17.445508979,113
"87","E1.2.Tur.reni.1.20140814.T","E1","Coral Tissue",18.57108057,153
"88","E1.2.Tur.stel.1.20140805.M","E1","Coral Mucus",16.066957946,87
"89","E1.2.Tur.stel.1.20140805.S","E1","Coral Skeleton",24.259778677,215
"90","E1.2.Tur.stel.1.20140805.T","E1","Coral Tissue",16.743009747,121
"91","E1.3.Por.cyli.1.20140801.M","E1","Coral Mucus",1.839832349,16
"92","E1.3.Por.cyli.1.20140801.S","E1","Coral Skeleton",13.176734305,95
"93","E1.3.Por.cyli.1.20140801.T","E1","Coral Tissue",4.76915609,22
"94","E1.3.Por.cyli.1.20140815.M","E1","Coral Mucus",12.639700411,69
"95","E1.3.Por.cyli.1.20140815.S","E1","Coral Skeleton",15.159860034,102
"96","E1.3.Por.cyli.1.20140815.T","E1","Coral Tissue",8.590756559,64
"97","E1.3.Por.loba.1.20140724.M","E1","Coral Mucus",12.46258987,69
"98","E1.3.Por.loba.1.20140726.M","E1","Coral Mucus",6.50520007,26
"99","E1.3.Por.loba.1.20140726.S","E1","Coral Skeleton",22.994781094,163
"100","E1.3.Por.loba.1.20140726.T","E1","Coral Tissue",14.553086247,86
"101","E1.3.Por.loba.1.20140905.M","E1","Coral Mucus",8.121457304,66
"102","E1.3.Por.loba.1.20140905.S","E1","Coral Skeleton",7.279610864,79
"103","E1.3.Por.loba.1.20140905.T","E1","Coral Tissue",22.724153313,147
"104","E1.4.Pac.rugo.1.20140728.M","E1","Coral Mucus",6.150646008,53
"105","E1.4.Pac.rugo.1.20140728.S","E1","Coral Skeleton",2.454659536,38
"106","E1.4.Pac.rugo.1.20140728.T","E1","Coral Tissue",4.879248722,52
"107","E1.4.Pac.rugo.1.20140814.M","E1","Coral Mucus",19.43722737,159
"108","E1.4.Pac.rugo.1.20140814.S","E1","Coral Skeleton",17.622509019,150
"109","E1.4.Pac.rugo.1.20140814.T","E1","Coral Tissue",1.449090155,18
"110","E1.4.Pac.spec.1.20140801.S","E1","Coral Skeleton",8.234977939,66
"111","E1.4.Pac.spec.1.20140801.T","E1","Coral Tissue",1.973815256,33
"112","E1.4.Pac.spec.1.20140811.M","E1","Coral Mucus",11.534882289,103
"113","E1.4.Pac.spec.1.20140811.S","E1","Coral Skeleton",1.861575643,21
"114","E1.4.Pac.spec.1.20140811.T","E1","Coral Tissue",4.003804879,52
