"sample_name_backup","expedition_number","BiologicalMatter","faith_pd","faith_SR"
"1","003-C118-M","E5","Coral Mucus",4.649315152,15
"2","006-C119-M","E5","Coral Mucus",2.641748861,11
"3","009-C120-M","E5","Coral Mucus",3.834507404,14
"4","012-C121-M","E5","Coral Mucus",9.477005409,40
"5","015-C122-M","E5","Coral Mucus",7.341484154,34
"6","019-C123-M","E5","Coral Mucus",9.253669338,112
"7","022-C127-M","E5","Coral Mucus",29.38229396,190
"8","025-C128-M","E5","Coral Mucus",17.175689332,134
"9","028-C129-M","E5","Coral Mucus",17.102204491,84
"10","031-C132-M","E5","Coral Mucus",4.70752272,22
"11","033-C133-M","E5","Coral Mucus",3.90116145,15
"12","040-C143-M","E5","Coral Mucus",44.49126987,299
"13","043-C144-M","E5","Coral Mucus",52.109629094,341
"14","046-C145-M","E5","Coral Mucus",13.986907421,79
"15","049-C148-M","E5","Coral Mucus",10.604517153,58
"16","053-C149-M","E5","Coral Mucus",18.36925741,91
"17","056-C150-M","E5","Coral Mucus",5.431666633,77
"18","059-C151-M","E5","Coral Mucus",10.177424684,109
"19","062-C152-M","E5","Coral Mucus",42.316685746,311
"20","064-C153-M","E5","Coral Mucus",60.459457294,429
"21","068-C327-M","E12","Coral Mucus",7.84468701,128
"22","071-C328-M","E12","Coral Mucus",15.935885589,223
"23","101-PW164-M","E11","Coral Mucus",4.923128633,76
"24","104-PW165-M","E11","Coral Mucus",3.999660795,83
"25","107-PW166-M","E11","Coral Mucus",9.65556421,181
"26","110-PW167-M","E11","Coral Mucus",14.929338916,278
"27","113-PW168-M","E11","Coral Mucus",12.750797515,184
"28","116-PW169-M","E11","Coral Mucus",5.164359914,71
"29","120-PW170-M","E11","Coral Mucus",10.329529278,182
"30","123-PW171-M","E11","Coral Mucus",9.163435792,186
"31","126-PW172-M","E11","Coral Mucus",6.072018136,50
"32","129-PW174-M","E11","Coral Mucus",13.752588489,194
"33","132-PW175-M","E11","Coral Mucus",7.615919763,113
"34","134-PW176-M","E11","Coral Mucus",16.092124589,240
"35","137-PW177-M","E11","Coral Mucus",12.580065225,117
"36","140-PW178-M","E11","Coral Mucus",11.218557541,87
"37","143-PW181-M","E11","Coral Mucus",15.501877095,201
"38","145-PW182-M","E11","Coral Mucus",17.205241101,265
"39","148-PW183-M","E11","Coral Mucus",28.163926572,326
"40","152-PW185-M","E11","Coral Mucus",20.199956501,241
"41","155-PW186-M","E11","Coral Mucus",3.777857065,99
"42","158-PW187-M","E11","Coral Mucus",22.700921152,293
"43","161-PW190-M","E11","Coral Mucus",20.407144203,244
"44","163-PW191-M","E11","Coral Mucus",4.363729521,99
"45","165-PW192-M","E11","Coral Mucus",24.427651092,237
"46","169-PW193-M","E11","Coral Mucus",7.996836568,77
"47","172-PW194-M","E11","Coral Mucus",2.672430344,65
"48","175-PW195-M","E11","Coral Mucus",15.825034444,208
"49","178-PW197-M","E11","Coral Mucus",33.688474689,209
"50","181-PW198-M","E11","Coral Mucus",1.050976341,3
"51","185-PW199-M","E11","Coral Mucus",22.02133225,251
"52","190-PW202-M","E11","Coral Mucus",31.750607847,295
"53","193-PW203-M","E11","Coral Mucus",29.340804311,458
"54","196-PW204-M","E11","Coral Mucus",19.173490182,349
"55","200-HI6-M","E15","Coral Mucus",8.310385998,63
"56","203-HI7-M","E15","Coral Mucus",4.189291922,65
"57","206-HI8-M","E15","Coral Mucus",3.062644998,61
"58","209-HI10-M","E15","Coral Mucus",8.102434494,155
"59","216-HI58-M","E15","Coral Mucus",1.920381957,55
"60","219-HI59-M","E15","Coral Mucus",2.645036153,58
"61","222-HI60-M","E15","Coral Mucus",12.689941621,104
"62","225-HI61-M","E15","Coral Mucus",1.76270386,78
"63","228-HI62-M","E15","Coral Mucus",8.454287602,64
"64","232-HI63-M","E15","Coral Mucus",39.829724398,328
"65","235-HI64-M","E15","Coral Mucus",4.577955448,88
"66","238-HI65-M","E15","Coral Mucus",1.974383006,53
"67","244-HI67-M","E15","Coral Mucus",21.731054491,131
"68","247-HI68-M","E15","Coral Mucus",5.275309602,128
"69","251-HI69-M","E15","Coral Mucus",1.897351513,67
"70","254-HI70-M","E15","Coral Mucus",2.958928594,90
"71","256-HIA-M","E15","Coral Mucus",9.779309424,45
"72","259-HIB-M","E15","Coral Mucus",4.640776362,76
"73","262-HICM","E15","Coral Mucus",3.803204098,77
"74","266-HID-M","E15","Coral Mucus",5.767040918,28
"75","269-HIE-M","E15","Coral Mucus",3.223343589,66
"76","274-P5-M","E2","Coral Mucus",53.108037479,496
"77","281-P1-M","E2","Coral Mucus",3.066990587,8
"78","284-P2-M","E2","Coral Mucus",2.823818878,15
"79","285-P6-M","E2","Coral Mucus",5.033111965,22
"80","288-P7-M","E2","Coral Mucus",8.804315,53
"81","291-P8-M","E2","Coral Mucus",6.413074909,66
"82","294-P11-M","E2","Coral Mucus",22.028436631,135
"83","298-P12-M","E2","Coral Mucus",2.87924235,19
"84","303-P479-M","E2","Coral Mucus",15.104699408,82
"85","305-P480-M","E2","Coral Mucus",20.701140888,122
"86","307-P481-M","E2","Coral Mucus",15.914765887,92
"87","309-P482-M","E2","Coral Mucus",39.079210441,258
"88","311-P483-M","E2","Coral Mucus",30.058290296,207
"89","313-P484-M","E2","Coral Mucus",19.962350279,137
