"id"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"
"1a9c19d3518b06f07d971f9314d59af6"	"d__Bacteria"	"Cyanobacteria"	"Vampirivibrionia"	"Obscuribacterales"	"Obscuribacteraceae"
"8fe0446b7e6f69bad2795f2bcd49840b"	"d__Bacteria"	"Cyanobacteria"	"Vampirivibrionia"	"Vampirovibrionales"	"Unclassified Vampirovibrionales"
"e47b29a7f44414d82efac2f76bcf99cd"	"d__Bacteria"	"Cyanobacteria"	"Vampirivibrionia"	"Vampirovibrionales"	"Vampirovibrionaceae"
"2f68e1ec33d593c075094cb3b0c64dc4"	"d__Bacteria"	"Cyanobacteria"	"Vampirivibrionia"	"Vampirovibrionales"	"Vampirovibrionales"
"3d1dd21cbf858f9f70dc5ad72dbfe1e3"	"d__Bacteria"	"Cyanobacteria"	"Vampirivibrionia"	"Gastranaerophilales"	"Gastranaerophilales"
"afe2794035780fc2e10c4f6e6cb34eb6"	"d__Bacteria"	"Cyanobacteria"	"Vampirivibrionia"	"Unclassified Vampirivibrionia"	"Unclassified Vampirivibrionia"
"9f951a349f5ed2855b2e885044f6b97a"	"d__Bacteria"	"Cyanobacteria"	"Vampirivibrionia"	"Caenarcaniphilales"	"Caenarcaniphilales"
"e9305207ed7184a3eb2d7c892352a275"	"d__Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Synechococcales"	"Synechococcales_Incertae_Sedis"
"83bcafff554c714414639a92dfb4c375"	"d__Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Leptolyngbyales"	"Leptolyngbyaceae"
"c1f8471cc41a98c2a038efbc3a5f2f74"	"d__Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Cyanobacteriales"	"Nostocaceae"
"23b797330d20df4f577bef7ba2ed2a1d"	"d__Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Cyanobacteriales"	"Phormidiaceae"
"de64944a694ace78d2c69910a4759f32"	"d__Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Cyanobacteriales"	"Coleofasciculaceae"
"fc75b939932869133765d5145089e4e9"	"d__Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Eurycoccales"	"Eurycoccales_Incertae_Sedis"
"cd7ccdee016064f32ae15e6de3eb3831"	"d__Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Eurycoccales"	"Unclassified Eurycoccales"
"9eae46c21d5fa9041f66a9e0702f5672"	"d__Bacteria"	"Entotheonellaeota"	"Entotheonellia"	"Entotheonellales"	"Entotheonellaceae"
"d4040bca59505eb62e5bc2b50d643810"	"d__Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Francisellales"	"Francisellaceae"
"c05af3bd2fd4e66976bafd48b6c63e25"	"d__Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Saccharospirillaceae"
