"sample_name_backup","expedition_number","BiologicalMatter","faith_pd","faith_SR"
"1","004-C118-S","E5","Coral Skeleton",9.139548456,50
"2","007-C119-S","E5","Coral Skeleton",5.571562223,37
"3","010-C120-S","E5","Coral Skeleton",6.852356198,63
"4","013-C121-S","E5","Coral Skeleton",10.008497015,55
"5","016-C122-S","E5","Coral Skeleton",8.903102286,92
"6","020-C123-S","E5","Coral Skeleton",7.340549706,58
"7","023-C127-S","E5","Coral Skeleton",31.060277349,263
"8","026-C128-S","E5","Coral Skeleton",19.957657884,129
"9","029-C129-S","E5","Coral Skeleton",27.389810152,177
"10","035-C133-S","E5","Coral Skeleton",7.663525313,89
"11","041-C143-S","E5","Coral Skeleton",5.548415191,31
"12","044-C144-S","E5","Coral Skeleton",6.115890046,60
"13","047-C145-S","E5","Coral Skeleton",12.912497661,83
"14","050-C148-S","E5","Coral Skeleton",31.151868811,223
"15","054-C149-S","E5","Coral Skeleton",23.75271238,163
"16","057-C150-S","E5","Coral Skeleton",6.811078679,56
"17","060-C151-S","E5","Coral Skeleton",9.910688411,121
"18","063-C152-S","E5","Coral Skeleton",16.928048213,95
"19","065-C153-S","E5","Coral Skeleton",39.055712245,251
"20","069-C327-S","E12","Coral Skeleton",37.419367011,384
"21","072-C328-S","E12","Coral Skeleton",33.410458823,282
"22","102-PW164-S","E11","Coral Skeleton",5.461830978,48
"23","105-PW165-S","E11","Coral Skeleton",5.287431819,36
"24","108-PW166-S","E11","Coral Skeleton",34.397091675,281
"25","111-PW167-S","E11","Coral Skeleton",31.000256887,274
"26","114-PW168-S","E11","Coral Skeleton",3.544209965,37
"27","118-PW169-S","E11","Coral Skeleton",27.955867616,205
"28","121-PW170-S","E11","Coral Skeleton",29.354047134,222
"29","124-PW171-S","E11","Coral Skeleton",34.194515654,289
"30","127-PW172-S","E11","Coral Skeleton",22.141660627,153
"31","130-PW174-S","E11","Coral Skeleton",13.222744559,92
"32","135-PW176-S","E11","Coral Skeleton",14.959298903,97
"33","138-PW177-S","E11","Coral Skeleton",20.879613595,128
"34","141-PW178-S","E11","Coral Skeleton",33.502347765,260
"35","144-PW181-S","E11","Coral Skeleton",35.401746957,264
"36","146-PW182-S","E11","Coral Skeleton",33.445953662,277
"37","149-PW183-S","E11","Coral Skeleton",22.745711746,192
"38","153-PW185-S","E11","Coral Skeleton",33.612665867,308
"39","156-PW186-S","E11","Coral Skeleton",6.793041893,61
"40","159-PW187-S","E11","Coral Skeleton",31.680357678,258
"41","162-PW190-S","E11","Coral Skeleton",5.400334616,44
"42","164-PW191-S","E11","Coral Skeleton",10.435724022,83
"43","167-PW192-S","E11","Coral Skeleton",7.130301545,45
"44","170-PW193-S","E11","Coral Skeleton",32.697566684,257
"45","173-PW194-S","E11","Coral Skeleton",17.3378788,137
"46","176-PW195-S","E11","Coral Skeleton",3.487053429,34
"47","179-PW197-S","E11","Coral Skeleton",25.85472397,180
"48","186-PW199-S","E11","Coral Skeleton",23.277956614,221
"49","191-PW202-S","E11","Coral Skeleton",4.616003972,35
"50","194-PW203-S","E11","Coral Skeleton",15.109579461,109
"51","197-PW204-S","E11","Coral Skeleton",32.586424899,281
"52","201-HI6-S","E15","Coral Skeleton",44.170437368,391
"53","204-HI7-S","E15","Coral Skeleton",7.458699768,107
"54","207-HI8-S","E15","Coral Skeleton",5.721735626,45
"55","210-HI10-S","E15","Coral Skeleton",4.365050563,82
"56","213-HI57-S","E15","Coral Skeleton",31.045887899,218
"57","217-HI58-S","E15","Coral Skeleton",21.59378821,134
"58","220-HI59-S","E15","Coral Skeleton",8.088904645,71
"59","223-HI60-S","E15","Coral Skeleton",20.788875416,214
"60","226-HI61-S","E15","Coral Skeleton",40.028532576,355
"61","229-HI62-S","E15","Coral Skeleton",29.439471687,214
"62","236-HI64-S","E15","Coral Skeleton",10.291691566,57
"63","239-HI65-S","E15","Coral Skeleton",20.588168259,158
"64","242-HI66-S","E15","Coral Skeleton",21.232758742,141
"65","245-HI67-S","E15","Coral Skeleton",22.784892364,151
"66","249-HI68-S","E15","Coral Skeleton",1.654089602,31
"67","252-HI69-S","E15","Coral Skeleton",11.61516672,73
"68","255-HI70-S","E15","Coral Skeleton",10.622612772,52
"69","257-HIA-S","E15","Coral Skeleton",26.197183382,172
"70","260-HIB-S","E15","Coral Skeleton",26.222586354,194
"71","263-HICS","E15","Coral Skeleton",18.247725971,101
"72","272-P2-S","E2","Coral Skeleton",11.198789275,57
"73","282-P1-S","E2","Coral Skeleton",26.316633916,173
"74","286-P6-S","E2","Coral Skeleton",34.190089894,269
"75","289-P7-S","E2","Coral Skeleton",27.041755329,191
"76","292-P8-S","E2","Coral Skeleton",29.07699881,198
"77","296-P11-S","E2","Coral Skeleton",38.137301706,311
"78","299-P12-S","E2","Coral Skeleton",27.964603187,200
"79","E1.10.Poc.dami.1.20140731.S","E1","Coral Skeleton",13.441161083,102
"80","E1.10.Poc.dami.1.20140905.S","E1","Coral Skeleton",3.803313007,42
"81","E1.11.Fun.sp.1.20140811.S","E1","Coral Skeleton",13.091413375,106
"82","E1.11.Lep.tran.1.20140731.S","E1","Coral Skeleton",21.420625651,120
"83","E1.11.Psa.cont.1.20140730.S","E1","Coral Skeleton",6.128690939,42
"84","E1.11.Psa.digi.1.20140807.S","E1","Coral Skeleton",28.765827363,230
"85","E1.14.Phy.lich.1.20140801.S","E1","Coral Skeleton",27.972078621,180
"86","E1.14.Phy.lich.1.20140811.S","E1","Coral Skeleton",37.190345059,277
"87","E1.15.Dip.heli.1.20140726.S","E1","Coral Skeleton",21.986550909,141
"88","E1.15.Dip.heli.1.20140809.S","E1","Coral Skeleton",35.011230152,230
