"id"	"p_abundance"	"freq"	"freq.pred"	"pred.lwr"	"pred.upr"	"bino.pred"	"bino.lwr"	"bino.upr"	"ci.mean"	"SE"	"zstat"	"p_value"	"padj"	"model"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"065bca181800f11e3f99450c7fdabd6b"	1.11607142857143e-06	0.00111607142857143	3.61732864116545e-05	1.7499981395881e-07	0.00742222707604139	0.00111544947460273	0.00019685453560627	0.00629356021682845	0.00371102603811371	0.00189338063169067	0.589459620475174	0.555552991946854	1	"neutral"	"d__Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Sulfuricellaceae"	NA	NA
"06920225b094df3bb24e8f122b5b5ae0"	1.11607142857143e-06	0.00111607142857143	3.61732864116545e-05	1.7499981395881e-07	0.00742222707604139	0.00111544947460273	0.00019685453560627	0.00629356021682845	0.00371102603811371	0.00189338063169067	0.589459620475174	0.555552991946854	1	"neutral"	"d__Bacteria"	"Patescibacteria"	"Parcubacteria"	"Candidatus_Adlerbacteria"	"Candidatus_Adlerbacteria"	NA	NA
"0d47abb971eda38dd4931022d6c4a00e"	1.11607142857143e-06	0.00111607142857143	3.61732864116545e-05	1.7499981395881e-07	0.00742222707604139	0.00111544947460273	0.00019685453560627	0.00629356021682845	0.00371102603811371	0.00189338063169067	0.589459620475174	0.555552991946854	1	"neutral"	"d__Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Cyanobacteriales"	"Geitlerinemaceae"	NA	NA
"0da10e6beadad004ffb8761918df60c7"	1.11607142857143e-06	0.00111607142857143	3.61732864116545e-05	1.7499981395881e-07	0.00742222707604139	0.00111544947460273	0.00019685453560627	0.00629356021682845	0.00371102603811371	0.00189338063169067	0.589459620475174	0.555552991946854	1	"neutral"	"d__Bacteria"	"Cloacimonadota"	"Cloacimonadia"	"Cloacimonadales"	"MSBL8"	NA	NA
"126e71e9e6ce0766dfe48cf832509d86"	1.11607142857143e-06	0.00111607142857143	3.61732864116545e-05	1.7499981395881e-07	0.00742222707604139	0.00111544947460273	0.00019685453560627	0.00629356021682845	0.00371102603811371	0.00189338063169067	0.589459620475174	0.555552991946854	1	"neutral"	"d__Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Elsterales"	"Elsteraceae"	NA	NA
"1c4128bc26e6aa2dc8f34356012cdea1"	1.11607142857143e-06	0.00111607142857143	3.61732864116545e-05	1.7499981395881e-07	0.00742222707604139	0.00111544947460273	0.00019685453560627	0.00629356021682845	0.00371102603811371	0.00189338063169067	0.589459620475174	0.555552991946854	1	"neutral"	"d__Archaea"	"Asgardarchaeota"	"Asgardarchaeota"	"Asgardarchaeota"	"Asgardarchaeota"	NA	NA
"1dcb18156fff6ebd64ab9934070cc805"	1.11607142857143e-06	0.00111607142857143	3.61732864116545e-05	1.7499981395881e-07	0.00742222707604139	0.00111544947460273	0.00019685453560627	0.00629356021682845	0.00371102603811371	0.00189338063169067	0.589459620475174	0.555552991946854	1	"neutral"	"d__Archaea"	"Thermoplasmatota"	"Thermoplasmata"	"SG8-5"	"SG8-5"	NA	NA
"21eef4cf72aa49ede1de4094aa1cd007"	1.11607142857143e-06	0.00111607142857143	3.61732864116545e-05	1.7499981395881e-07	0.00742222707604139	0.00111544947460273	0.00019685453560627	0.00629356021682845	0.00371102603811371	0.00189338063169067	0.589459620475174	0.555552991946854	1	"neutral"	"d__Archaea"	"Aenigmarchaeota"	"Unclassified Aenigmarchaeota"	"Unclassified Aenigmarchaeota"	"Unclassified Aenigmarchaeota"	NA	NA
"3042e022d70050d4f555fd40a027346b"	1.11607142857143e-06	0.00111607142857143	3.61732864116545e-05	1.7499981395881e-07	0.00742222707604139	0.00111544947460273	0.00019685453560627	0.00629356021682845	0.00371102603811371	0.00189338063169067	0.589459620475174	0.555552991946854	1	"neutral"	"d__Bacteria"	"Patescibacteria"	"Microgenomatia"	"Candidatus_Beckwithbacteria"	"Candidatus_Beckwithbacteria"	NA	NA
"3dd67ea6af10ff781968d2bea803fa3d"	1.11607142857143e-06	0.00111607142857143	3.61732864116545e-05	1.7499981395881e-07	0.00742222707604139	0.00111544947460273	0.00019685453560627	0.00629356021682845	0.00371102603811371	0.00189338063169067	0.589459620475174	0.555552991946854	1	"neutral"	"d__Bacteria"	"Firmicutes"	"Thermoanaerobacteria"	"Thermoanaerobacterales"	"Family_III"	NA	NA
