"id"	"p_abundance"	"freq"	"freq.pred"	"pred.lwr"	"pred.upr"	"bino.pred"	"bino.lwr"	"bino.upr"	"model"	"ci.mean"	"SE"	"zstat"	"p_value"	"padj"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"02e6e03014ff0fa2a44928e93ad30d87"	3.1055900621118e-06	0.0031055900621118	7.96526977536711e-05	3.05551534076763e-07	0.0203450473234284	0.00310077751289857	0.000546978921640228	0.01737081324677	"neutral"	0.0203447417718943	0.0051899851458914	0.59838130068066	0.561023531960333	345.590495687565	"d__Bacteria"	" p__Patescibacteria"	" c__Microgenomatia"	" o__Candidatus_Curtissbacteria"	" f__Candidatus_Curtissbacteria"	NA	NA
"1b70c7589fbbd13f77d5d7bf20a135d2"	3.1055900621118e-06	0.0031055900621118	7.96526977536711e-05	3.05551534076763e-07	0.0203450473234284	0.00310077751289857	0.000546978921640228	0.01737081324677	"neutral"	0.0203447417718943	0.0051899851458914	0.59838130068066	0.561023531960333	345.590495687565	"d__Bacteria"	" p__Actinobacteriota"	" c__Actinobacteria"	" o__Frankiales"	" f__Frankiaceae"	NA	NA
"1d301d9db28478ac2729e22ae946b31c"	3.1055900621118e-06	0.0031055900621118	7.96526977536711e-05	3.05551534076763e-07	0.0203450473234284	0.00310077751289857	0.000546978921640228	0.01737081324677	"neutral"	0.0203447417718943	0.0051899851458914	0.59838130068066	0.561023531960333	345.590495687565	"d__Bacteria"	" p__Chloroflexi"	" c__TK10"	" o__TK10"	" f__TK10"	NA	NA
"214d70327c28ab40aed01f8ea86747fb"	3.1055900621118e-06	0.0031055900621118	7.96526977536711e-05	3.05551534076763e-07	0.0203450473234284	0.00310077751289857	0.000546978921640228	0.01737081324677	"neutral"	0.0203447417718943	0.0051899851458914	0.59838130068066	0.561023531960333	345.590495687565	"d__Bacteria"	" p__Planctomycetota"	" c__Phycisphaerae"	" o__mle1-8"	" f__mle1-8"	NA	NA
"24c7bbb18e58d5dbc2f614b951d953c9"	3.1055900621118e-06	0.0031055900621118	7.96526977536711e-05	3.05551534076763e-07	0.0203450473234284	0.00310077751289857	0.000546978921640228	0.01737081324677	"neutral"	0.0203447417718943	0.0051899851458914	0.59838130068066	0.561023531960333	345.590495687565	"d__Bacteria"	" p__Acidobacteriota"	" c__Subgroup_5"	" o__Subgroup_5"	" f__Subgroup_5"	NA	NA
"2d9adcadf1b1f6baa51d3a4a14baf212"	3.1055900621118e-06	0.0031055900621118	7.96526977536711e-05	3.05551534076763e-07	0.0203450473234284	0.00310077751289857	0.000546978921640228	0.01737081324677	"neutral"	0.0203447417718943	0.0051899851458914	0.59838130068066	0.561023531960333	345.590495687565	"d__Bacteria"	" p__Verrucomicrobiota"	" c__Lentisphaeria"	" o__Oligosphaerales"	" f__Lenti-02"	NA	NA
"3620180193d0b1ad390dd35cc9a25191"	3.1055900621118e-06	0.0031055900621118	7.96526977536711e-05	3.05551534076763e-07	0.0203450473234284	0.00310077751289857	0.000546978921640228	0.01737081324677	"neutral"	0.0203447417718943	0.0051899851458914	0.59838130068066	0.561023531960333	345.590495687565	"d__Bacteria"	" p__Bacteroidota"	" c__Bacteroidia"	" o__SM1A07"	" f__SM1A07"	NA	NA
"3878ea7b32aa82c475841ec015e8630c"	3.1055900621118e-06	0.0031055900621118	7.96526977536711e-05	3.05551534076763e-07	0.0203450473234284	0.00310077751289857	0.000546978921640228	0.01737081324677	"neutral"	0.0203447417718943	0.0051899851458914	0.59838130068066	0.561023531960333	345.590495687565	"d__Bacteria"	" p__Desulfobacterota"	" c__Desulfobacteria"	" o__Desulfobacterales"	" f__Desulfolunaceae"	NA	NA
"4ed18272aaabe23f54a2d26a6c9b5a83"	3.1055900621118e-06	0.0031055900621118	7.96526977536711e-05	3.05551534076763e-07	0.0203450473234284	0.00310077751289857	0.000546978921640228	0.01737081324677	"neutral"	0.0203447417718943	0.0051899851458914	0.59838130068066	0.561023531960333	345.590495687565	"d__Bacteria"	" p__Armatimonadota"	"Unclassified  p__Armatimonadota"	"Unclassified  p__Armatimonadota"	"Unclassified  p__Armatimonadota"	NA	NA
"6d41aac32108ae72f4d52ea1b5754cf6"	3.1055900621118e-06	0.0031055900621118	7.96526977536711e-05	3.05551534076763e-07	0.0203450473234284	0.00310077751289857	0.000546978921640228	0.01737081324677	"neutral"	0.0203447417718943	0.0051899851458914	0.59838130068066	0.561023531960333	345.590495687565	"d__Bacteria"	" p__Firmicutes"	" c__Thermoanaerobacteria"	" o__Caldicellulosiruptorales"	" f__Caldicellulosiraptoraceae"	NA	NA
