"id","p_abundance","freq","freq.pred","pred.lwr","pred.upr","bino.pred","bino.lwr","bino.upr","model","ci.mean","SE","zstat","p_value","padj","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"40fcb34418f26323312c80565596f7bf",0.000908396946564885,0.0152671755725191,0.039180119014099,0.0180145277178786,0.0831088903790456,0.596996402028646,0.536615471020488,0.65457410072081,"below",0.065094362661167,0.0166057047605018,0.919393412848907,0.363911954440149,254.738368108104,"d__Bacteria"," p__Firmicutes"," c__Bacilli"," o__Lactobacillales"," f__Enterococcaceae",NA,NA
"393dc63912a7591c868a2bb2fc1d02a0",0.000931297709923664,0.00763358778625954,0.0401498702604953,0.0186315940897841,0.0843834235704924,0.606128922251676,0.545840414867296,0.663350264068105,"below",0.0657518294807084,0.0167734258879358,0.455100099243885,0.662014997216669,463.410498051668,"d__Bacteria"," p__Proteobacteria"," c__Gammaproteobacteria"," o__Oceanospirillales"," f__Marinomonadaceae",NA,NA
"fcba83944d53ac3a9f6d5310ffbdd6ee",0.00173664122137405,0.0343511450381679,0.0737006707995766,0.0418385815509272,0.126620723895197,0.824154749787402,0.773469399564658,0.865471906438198,"below",0.0847821423442695,0.0216280975368035,1.58826475512764,0.112120492363579,78.484344654505,"d__Bacteria"," p__Actinobacteriota"," c__Actinobacteria"," o__Frankiales"," f__Geodermatophilaceae",NA,NA
"57ce800e8771e548352155a00e6e55ca",0.00219465648854962,0.0419847328244275,0.0923092939816541,0.0557863649406552,0.148970974270943,0.88887152076584,0.845056046300833,0.921448462759731,"below",0.093184609330288,0.0237715840128286,1.76617312509633,0.0769959070339813,53.8971349237869,"d__Bacteria"," p__Proteobacteria"," c__Gammaproteobacteria"," o__Pasteurellales"," f__Pasteurellaceae",NA,NA
"1f8f9139b63f26d0418f5e2e7be6268d",0.00253053435114504,0.0458015267175573,0.105741655548805,0.0661809308488798,0.164777611371874,0.920638472224061,0.881503794663938,0.947616540528302,"below",0.0985966805229946,0.0251522144191313,1.82097392914716,0.0682162915067108,47.7514040546976,"d__Bacteria"," p__Firmicutes"," c__Bacilli"," o__Lactobacillales"," f__Carnobacteriaceae",NA,NA
"d5f45319650a4b1595c663ddd460e0b3",0.00315267175572519,0.083969465648855,0.130151121166247,0.0856238355498659,0.192947880332896,0.95747452178424,0.925722944969449,0.976004913726311,"below",0.10732404478303,0.0273785828528138,3.06697633329934,0.00221597882899086,1.5511851802936,"d__Bacteria"," p__Proteobacteria"," c__Gammaproteobacteria"," o__Burkholderiales"," f__Oxalobacteraceae",NA,NA
"e8cd627a66ce3b304471c23235176861",0.00340839694656489,0.0725190839694656,0.14000942615281,0.09364735798851,0.204153995883657,0.96709789902777,0.93786811591465,0.982828378064636,"below",0.110506637895147,0.0281904688508029,2.57246817544151,0.0100782245529379,7.05475718705652,"d__Bacteria"," p__Firmicutes"," c__Bacilli"," o__Bacillales"," f__Bacillaceae",NA,NA
"64ec3bcc181d153445698ccf0e68c185",0.00347328244274809,0.0419847328244275,0.142494734983277,0.0956839343389119,0.206965270068098,0.969171888417804,0.940535867570113,0.984248666119752,"below",0.111281335729186,0.0283880958492821,1.47895558220363,0.139410570926737,97.5873996487155,"d__Archaea"," p__Halobacterota"," c__Halobacteria"," o__Halobacterales"," f__Halococcaceae",NA,NA
"f8db333915b65720f264d0f5e4ab2f3a",0.00397328244274809,0.0954198473282443,0.161430260819663,0.111368273609264,0.22821662181857,0.981336712137038,0.956688584826671,0.992074028343935,"below",0.116848348209306,0.0298082520942108,3.20112185802321,0.00141867529934211,0.993072709539479,"d__Bacteria"," p__Proteobacteria"," c__Alphaproteobacteria"," o__Dstr-E11"," f__Dstr-E11",NA,NA
"6e7892d51b8860619162064749e03841",0.00408396946564886,0.0763358778625954,0.165570793900387,0.114834879726947,0.232826551406974,0.983299750907737,0.959402532943159,0.993229425213777,"below",0.117991671680027,0.0300999162449049,2.53608273330385,0.0111762417965071,7.823369257555,"d__Bacteria"," p__Firmicutes"," c__Desulfotomaculia"," o__Desulfotomaculales"," f__Desulfallas-Sporotomaculum",NA,NA
