"id","p_abundance","freq","freq.pred","pred.lwr","pred.upr","bino.pred","bino.lwr","bino.upr","model","ci.mean","SE","zstat","p_value","padj","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"bbc16770c881b363745bc44da638041a",5.27950310559006e-05,0.0248447204968944,0.00135330373659369,7.88342330322585e-05,0.0227623925661433,0.0514269011783899,0.0321576575630856,0.0812729148181778,"above",0.0226835583331111,0.00578662202375283,4.29347560544169,2.15111738624433e-05,0.0132508830992651,"d__Bacteria"," p__Proteobacteria"," c__Alphaproteobacteria"," o__Caulobacterales"," f__Parvularculaceae",NA,NA
"bb1e900a986e8e6fe541b9a0d56b9eb8",9.00621118012422e-05,0.0248447204968944,0.002307564109468,0.000212968181726392,0.0244982477345123,0.0861292853948337,0.0601579587225698,0.121859145023592,"above",0.0242852795527859,0.00619522437571068,4.0103019665118,7.0091038924993e-05,0.0431760799777957,"d__Bacteria"," p__Desulfobacterota"," c__Desulfuromonadia","Unclassified  c__Desulfuromonadia","Unclassified  c__Desulfuromonadia",NA,NA
"0e4bcfe16c9f0dbe749a3685a4f81499",0.000108695652173913,0.031055900621118,0.0027843801954254,0.000299703416642428,0.0253458915400831,0.103001922314757,0.0743483030310264,0.141016239729672,"above",0.0250461881234407,0.00638933370495936,4.86058516508734,1.6526021816512e-06,0.00101800294389714,"d__Bacteria"," p__Hydrogenedentes"," c__Hydrogenedentia"," o__Hydrogenedentiales"," f__Hydrogenedensaceae",NA,NA
"fb650f5e992885f486ab4faab6921f56",0.000111801242236025,0.031055900621118,0.00286382919292215,0.000315308104617792,0.0254859768135729,0.105783615672342,0.0767147810255006,0.144147559740301,"above",0.0251706687089551,0.00642108895636609,4.83654732587502,1.85253518372809e-06,0.0011411616731765,"d__Bacteria"," p__Planctomycetota","Unclassified  p__Planctomycetota","Unclassified  p__Planctomycetota","Unclassified  p__Planctomycetota",NA,NA
"39550dfcb80a8e0bd0d11a42e9bff943",0.000114906832298137,0.0403726708074534,0.00294327237707309,0.000331227785012737,0.0256257357026858,0.108556691281139,0.0790808289960763,0.147262277472559,"above",0.025294507917673,0.00645268059124312,6.25672853887156,9.53309407458788e-10,5.87238594994613e-07,"d__Bacteria"," p__Proteobacteria"," c__Alphaproteobacteria"," o__Kordiimonadales"," f__Kordiimonadaceae",NA,NA
"1330d23175ec9ae0c97c463d4d6de0b4",0.000130434782608696,0.0341614906832298,0.00334040111058562,0.000415390860291955,0.0263197946209539,0.122293733709281,0.0908959359496626,0.16259735378829,"above",0.0259044037606619,0.00660826626547498,5.16950881076133,3.6489817435874e-07,0.000224777275404984,"d__Bacteria"," p__Bacteroidota"," c__Bacteroidia"," o__Sphingobacteriales"," f__Lentimicrobiaceae",NA,NA
"7c089f0fb3da2acb1a437ae04120bdbd",0.000130434782608696,0.0341614906832298,0.00334040111058562,0.000415390860291955,0.0263197946209539,0.122293733709281,0.0908959359496626,0.16259735378829,"above",0.0259044037606619,0.00660826626547498,5.16950881076133,3.6489817435874e-07,0.000224777275404984,"d__Bacteria"," p__Verrucomicrobiota"," c__Omnitrophia"," o__Omnitrophales"," f__Omnitrophales",NA,NA
"cd63d1671cd8c384d4d09d8ba2a2032b",0.000136645962732919,0.031055900621118,0.00349921192351418,0.000451105339272735,0.0265952892210569,0.127729153610725,0.0956109260401793,0.168625043371497,"above",0.0261441838817841,0.00666943466372044,4.65645173646456,4.29261828204991e-06,0.00264425286174274,"d__Bacteria"," p__Planctomycetota"," c__Planctomycetes"," o__Planctomycetales"," f__Gimesiaceae",NA,NA
"6246d24894af8ec3453f5289981fa852",0.000139751552795031,0.0279503105590062,0.00357860861421261,0.00046938526555968,0.0267325967547099,0.130434240502464,0.0979653132569271,0.171617047508952,"above",0.0262632114891502,0.00669979884927302,4.17181339138847,3.60261525974176e-05,0.0221921100000093,"d__Bacteria"," p__Desulfobacterota","Unclassified  p__Desulfobacterota","Unclassified  p__Desulfobacterota","Unclassified  p__Desulfobacterota",NA,NA
"40c9eaa5fb7f94df8516a908ad853740",0.000158385093167702,0.0341614906832298,0.00405486676097343,0.000584743638781271,0.0275505240723452,0.146489673153818,0.112038720231383,0.189275939625269,"above",0.0269657804335639,0.00687902562080712,4.96603626244695,9.95681188261958e-07,0.000613339611969366,"d__Bacteria"," p__Calditrichota"," c__Calditrichia"," o__Calditrichales"," f__Calditrichaceae",NA,NA
"9624d57484b84406789755c44c7662f5",0.000161490683229814,0.031055900621118,0.00413422278931222,0.00060488305711313,0.0276858924311202,0.149136637371996,0.114374263594044,0.192171912726708,"above",0.0270810093740071,0.00690842075867528,4.49536901499802,8.89652241518835e-06,0.00548025780775602,"d__Bacteria"," p__Proteobacteria"," c__Alphaproteobacteria"," o__Rickettsiales"," f__SM2D12",NA,NA
"001d3be7a06b8adfe74a5ba9be719e2a",0.000164596273291925,0.0279503105590062,0.00421357301022108,0.000625274246542279,0.0278209976384336,0.151775400828397,0.116706639942485,0.195054844682104,"above",0.0271957233918913,0.00693768453874779,4.02876642817938,6.50272304978214e-05,0.040056773986658,"d__Bacteria"," p__Proteobacteria"," c__Gammaproteobacteria"," o__EPR3968-O8a-Bc78"," f__EPR3968-O8a-Bc78",NA,NA
"63083ceacad4cb06f74dbe7d58eec850",0.000180124223602484,0.0372670807453416,0.0046102370162516,0.000730895491323301,0.0284926876972473,0.164847092313781,0.128317692149323,0.209278961968599,"above",0.027761792205924,0.00708208984845,5.26215870496164,2.28406588394978e-07,0.000140698458451306,"d__Bacteria"," p__Planctomycetota"," c__Pla4_lineage"," o__Pla4_lineage"," f__Pla4_lineage",NA,NA
"99f4296afaf1d957e7e0da7b59dae02d",0.000204968944099379,0.0372670807453416,0.00524459757405452,0.000911881461626712,0.0295548082973367,0.185344498870806,0.146700127966816,0.231408037088049,"above",0.0286429268357099,0.00730686909074233,5.10028033656143,5.15437100148473e-07,0.000317509253691459,"d__Bacteria"," p__Desulfobacterota"," c__Desulfobacteria"," o__Desulfatiglandales"," f__Desulfatiglandaceae",NA,NA
"e883322f9ef80f6b5b6fb809219a74df",0.000208074534161491,0.0372670807453416,0.00532386652974393,0.000935485162335923,0.029686541744301,0.18787108139749,0.14897967627526,0.23412208030437,"above",0.028751056581965,0.00733445320968496,5.08109871041667,5.66802769438046e-07,0.000349150505973836,"d__Bacteria"," p__Verrucomicrobiota"," c__Kiritimatiellae"," o__WCHB1-41"," f__WCHB1-41",NA,NA
"a541ab630ae66af13b76ce62087e5363",0.000214285714285714,0.0341614906832298,0.00548238703582862,0.000983318469082651,0.0299493486251131,0.192900786194103,0.153526022520018,0.239516549757966,"above",0.0289660301560305,0.00738929340715063,4.62310654090034,5.00044899456937e-06,0.00308027658065473,"d__Bacteria"," p__Latescibacterota"," c__Latescibacterota"," o__Latescibacterota"," f__Latescibacterota",NA,NA
"d9649ceed28b3c340e083520f4873f01",0.000229813664596273,0.031055900621118,0.00587858678739231,0.00110644386500134,0.0306026247697673,0.205339322187363,0.164815500582436,0.252810859187328,"above",0.0294961809047659,0.00752453594509335,4.12728450601252,4.33759426860913e-05,0.0267195806946323,"d__Bacteria"," p__Actinobacteriota"," c__Thermoleophilia"," o__Gaiellales"," f__uncultured",NA,NA
