"function.","genome_path_count","mean_path_abun","genome_path_sd","unique_family_count"
"K00001",258,1.55421686746988,0.834890840960556,40
"K00002",17,1,0,5
"K00003",461,1.00435729847495,0.0933520056018673,111
"K00004",2,1,0,1
"K00005",5,1,0,5
"K00008",106,1.04950495049505,0.409297877437994,21
"K00009",1,1,NA,1
"K00010",39,1.02631578947368,0.162221421130763,7
"K00012",536,1.02681992337165,0.161711818466851,136
"K00013",553,1.0109689213894,0.104251970683174,130
"K00014",613,1.08112874779541,0.273273822995633,131
"K00015",159,1.00632911392405,0.079555728417573,26
"K00016",23,1.04545454545455,0.21320071635561,12
"K00018",149,1,0,29
"K00019",62,1,0,18
"K00020",500,1.38504155124654,0.599720361633309,68
"K00021",8,1,0,2
"K00023",112,1.01818181818182,0.134220015312268,24
"K00024",605,1.08228980322004,0.275051865594122,127
"K00027",165,1.04430379746835,0.20642349360381,35
"K00029",392,1.10734463276836,0.344610072190242,87
"K00030",57,1.01785714285714,0.133630620956212,17
"K00031",576,1.03783783783784,0.200204793188208,129
"K00033",246,1.03361344537815,0.180611857844347,69
"K00034",7,1,0,7
"K00035",6,1,0,1
"K00036",346,1.02366863905325,0.152239960592184,90
"K00038",81,1.05194805194805,0.223377418174046,5
"K00039",6,1,0,1
"K00040",35,1,0,6
"K00041",11,1,0,6
"K00042",84,1.05,0.219320007803175,17
"K00045",7,1,0,2
"K00046",102,1.15909090909091,0.367856907348797,21
"K00050",111,1,0,31
"K00051",1,1,NA,1
"K00052",560,1.00900900900901,0.112044947747782,133
"K00053",545,1,0,127
"K00054",107,1,0,20
"K00055",3,1,0,2
"K00057",526,1.01544401544402,0.12342977295584,135
"K00058",844,1.50177935943061,0.904039479680495,135
"K00059",2088,3.58762886597938,2.11096266830549,142
"K00060",116,1,0,21
"K00064",54,1.74193548387097,0.444802722974569,4
"K00065",51,1,0,12
"K00067",423,1.08461538461538,0.278665993636633,119
"K00068",1,1,NA,1
"K00074",266,1.57396449704142,0.737294942384234,61
"K00075",500,1,0,132
"K00076",6,1,0,3
"K00077",334,1.47787610619469,1.01190553035344,53
"K00082",2,1,0,2
"K00087",10,1,0,7
"K00088",617,1.04222972972973,0.246615866024923,142
"K00091",84,1.10526315789474,0.349435635214691,17
"K00096",59,1,0,4
"K00097",459,1.06496519721578,0.246750860501118,114
"K00099",483,1,0,120
"K00100",224,1.28735632183908,0.788765714309154,47
"K00101",118,1.05357142857143,0.226182008918263,19
"K00102",40,1,0,14
"K00103",3,1,0,2
"K00104",229,1.09569377990431,0.294877128924994,73
"K00108",206,1.15730337078652,0.560445271009118,31
"K00111",422,1.07928388746803,0.270527497481433,99
"K00112",8,1,0,4
"K00113",10,1,0,6
"K00114",22,1.1,0.307793505625546,5
"K00116",36,1,0,13
"K00117",26,1,0,8
"K00121",298,1.17322834645669,0.409269824869894,54
"K00122",36,1,0,8
"K00123",348,1.34883720930233,1.05602708070672,55
"K00124",148,1.15625,0.442567669099634,26
"K00126",18,1,0,5
"K00127",142,1.20338983050847,0.607071181479468,20
"K00128",647,1.79224376731302,1.05858695458259,97
"K00130",128,1.13274336283186,0.526179368839336,23
"K00131",1,1,NA,1
"K00133",607,1.05199306759099,0.222205672886561,140
"K00134",841,1.61111111111111,0.761420477200918,139
"K00135",491,1.20343137254902,0.48087552236101,85
"K00137",10,1,0,3
"K00138",79,1,0,22
"K00140",198,1.13142857142857,0.338837963997024,43
"K00145",505,1.00198412698413,0.0445435403187374,128
"K00146",5,1,0,2
"K00147",466,1.00865800865801,0.0927451662809289,117
"K00150",78,1,0,8
"K00151",10,1,0,2
"K00153",6,1,0,2
"K00154",138,1.01470588235294,0.120817837636119,21
"K00156",12,1,0,7
"K00161",292,1.13178294573643,0.361144849761944,71
"K00162",298,1.1203007518797,0.348313326414484,71
"K00163",225,1,0,48
"K00164",395,1,0,94
"K00166",75,1.01351351351351,0.116247638743819,15
"K00167",76,1,0,17
"K00169",67,1,0,11
"K00170",69,1,0,13
"K00171",18,1,0,5
"K00172",69,1,0,13
"K00174",300,1.13636363636364,0.457680169144121,67
"K00175",316,1.1048951048951,0.369224634963152,67
"K00176",47,1.20512820512821,0.469012803073321,19
"K00177",49,1.19512195121951,0.459320813545497,18
"K00179",45,1.02272727272727,0.150755672288882,17
"K00180",41,1.025,0.158113883008419,16
"K00184",205,1.25766871165644,0.539649601166987,49
"K00185",199,1.22085889570552,0.444785145486769,49
"K00186",1,1,NA,1
"K00187",4,1,0,2
"K00188",3,1,0,1
"K00194",2,1,0,2
"K00196",9,1.8,0.447213595499958,2
"K00197",2,1,0,2
"K00198",8,1.33333333333333,0.516397779494322,3
"K00200",5,1,0,3
"K00201",4,1,0,2
"K00202",5,1,0,3
"K00208",350,1.12179487179487,0.32757412391964,91
"K00209",126,1.01612903225806,0.126482812723718,17
"K00210",21,1,0,4
"K00214",3,1,0,3
"K00215",536,1.01901140684411,0.136694904851985,134
"K00216",21,1,0,2
"K00218",3,1,0,3
"K00219",155,1.0472972972973,0.212994824741812,21
"K00220",92,1,0,18
"K00222",1,1,NA,1
"K00226",48,1.6,0.894427190999916,13
"K00227",1,1,NA,1
"K00228",367,1.00273224043716,0.0522708373489317,81
"K00230",46,2.09090909090909,1.01929438287525,6
"K00231",40,1,0,18
"K00232",6,1,0,2
"K00239",564,1.01256732495512,0.111497562038338,133
"K00240",548,1.01293900184843,0.113116025218464,130
"K00241",509,1.04303278688525,0.203139180473763,121
"K00242",326,1.06535947712418,0.247563937477569,59
"K00243",206,1,0,35
"K00244",78,1.36842105263158,0.486664263392288,12
"K00245",25,1.25,0.444261658319319,5
"K00246",37,1.85,0.366347548532523,5
"K00247",3,1,0,2
"K00248",134,1.19642857142857,0.441930362503467,27
"K00249",697,2.90416666666667,1.92625097463811,47
"K00252",261,1,0,49
"K00253",202,1.00497512437811,0.0705345615858598,36
"K00254",281,1,0,78
"K00255",1,1,NA,1
"K00257",665,2.12460063897764,1.44796560984965,68
"K00259",488,1.06783369803063,0.25173588289941,108
"K00260",3,1,0,2
"K00261",165,1.05769230769231,0.233911607660909,48
"K00262",203,1.05181347150259,0.222226719873886,37
"K00263",130,1.015625,0.124506901430953,30
"K00265",353,1.01436781609195,0.119172953524283,78
"K00266",545,1.13070539419087,0.349533577441115,122
"K00273",3,1,0,3
"K00274",73,1.43137254901961,0.500196039999691,17
"K00275",417,1.05037783375315,0.218999350380344,92
"K00276",1,1,NA,1
"K00278",435,1,0,121
"K00281",285,1.00352112676056,0.0593390829096927,57
"K00282",165,1,0,56
"K00283",169,1,0,58
"K00284",110,1.02803738317757,0.165856492027911,22
"K00285",205,1.34868421052632,0.839898041912615,36
"K00286",514,1.01581027667984,0.124864423795668,133
"K00287",432,1,0,94
"K00288",3,1,0,3
"K00290",52,1,0,16
"K00293",10,1,0,5
"K00294",113,1,0,29
"K00297",516,1.07949790794979,0.285862113254548,118
"K00299",17,1,0,8
"K00301",37,1,0,7
"K00302",172,1.19444444444444,0.505601874633842,17
"K00303",212,2.12,1.32023872956004,19
"K00304",85,1.44067796610169,0.676481425202546,9
"K00305",46,1.76923076923077,0.815239464584109,7
"K00306",1,1,NA,1
