"sample_name_backup","expedition_number","BiologicalMatter","faith_pd","faith_SR"
"105","E1.11.Psa.cont.1.20140730.M","E1","Coral Mucus",2.922043142,31
"106","E1.11.Psa.digi.1.20140807.M","E1","Coral Mucus",20.681874974,132
"107","E1.14.Phy.lich.1.20140811.M","E1","Coral Mucus",2.856893602,23
"108","E1.15.Dip.heli.1.20140726.M","E1","Coral Mucus",11.207441838,58
"109","E1.15.Dip.heli.1.20140809.M","E1","Coral Mucus",19.697212083,115
"110","E1.15.Dip.heli.1.20140815.M","E1","Coral Mucus",11.099946824,68
"111","E1.15.Dip.heli.1.20140905.M","E1","Coral Mucus",8.051263129,94
"112","E1.17.Cau.furc.1.20140801.M","E1","Coral Mucus",15.245481279,59
"113","E1.17.Ech.lame.1.20140905.M","E1","Coral Mucus",8.965072122,99
"114","E1.17.Ech.mamm.1.20140728.M","E1","Coral Mucus",6.119775598,65
"115","E1.17.Ech.mamm.1.20140815.M","E1","Coral Mucus",15.952953409,100
"116","E1.17.Fav.sp.1.20140805.M","E1","Coral Mucus",9.910310078,42
"117","E1.17.Fav.sp.1.20140811.M","E1","Coral Mucus",25.171975738,146
"118","E1.17.Fav.sp.2.20140805.M","E1","Coral Mucus",22.061170767,118
"119","E1.17.Hyd.exes.1.20140803.M","E1","Coral Mucus",8.286310248,46
"120","E1.19.Lob.sp.1.20140730.M","E1","Coral Mucus",10.860325384,120
"121","E1.19.Lob.sp.1.20140809.M","E1","Coral Mucus",18.222516024,127
"122","E1.19.Sym.sp.1.20140724.M","E1","Coral Mucus",3.678316138,62
"123","E1.19.Sym.sp.1.20140814.M","E1","Coral Mucus",9.885696296,69
"124","E1.19.Sym.sp.1.20140815.M","E1","Coral Mucus",8.51780699,72
"125","E1.19.Sym.sp.1.20140905.M","E1","Coral Mucus",12.477988586,120
"126","E1.2.Tur.pelt.1.20140814.M","E1","Coral Mucus",13.330004766,51
"127","E1.2.Tur.reni.1.20140730.M","E1","Coral Mucus",20.713938657,114
"128","E1.2.Tur.reni.1.20140814.M","E1","Coral Mucus",20.437807832,115
"129","E1.2.Tur.stel.1.20140805.M","E1","Coral Mucus",18.714857322,90
"130","E1.3.Por.cyli.1.20140801.M","E1","Coral Mucus",2.219565577,15
"131","E1.3.Por.cyli.1.20140815.M","E1","Coral Mucus",12.395787973,64
"132","E1.3.Por.loba.1.20140724.M","E1","Coral Mucus",13.36690863,68
"133","E1.3.Por.loba.1.20140726.M","E1","Coral Mucus",6.59693593,25
"134","E1.3.Por.loba.1.20140905.M","E1","Coral Mucus",9.069046058,65
"135","E1.4.Pac.rugo.1.20140728.M","E1","Coral Mucus",7.075726514,53
"136","E1.4.Pac.rugo.1.20140814.M","E1","Coral Mucus",24.108401888,163
"137","E1.4.Pac.spec.1.20140811.M","E1","Coral Mucus",13.893473994,106
"138","E1.5.Gal.astr.1.20140728.M","E1","Coral Mucus",23.432931671,150
"139","E1.5.Gal.astr.1.20140807.M","E1","Coral Mucus",15.926414414,86
"140","E1.5.Gal.astr.1.20140814.M","E1","Coral Mucus",18.111916656,162
"141","E1.5.Gal.astr.1.20140905.M","E1","Coral Mucus",15.496014727,95
"142","E1.6.Acr.humi.1.20140731.M","E1","Coral Mucus",6.738322974,71
"143","E1.6.Acr.sp.1.20140905.M","E1","Coral Mucus",3.731126878,91
"144","E1.6.Iso.pali.1.20140803.M","E1","Coral Mucus",13.358897094,94
"145","E1.6.Iso.pali.1.20140815.M","E1","Coral Mucus",15.945754764,104
"146","E1.6.Mon.hisp.1.20140807.M","E1","Coral Mucus",2.091387982,28
"147","E1.7.Pav.sp.1.20140905.M","E1","Coral Mucus",6.35608753,90
"148","E1.7.Pav.vari.1.20140805.M","E1","Coral Mucus",16.844692891,82
"149","E1.7.Pav.vari.1.20140815.M","E1","Coral Mucus",12.103425279,98
"150","E1.7.Pav.veno.1.20140809.M","E1","Coral Mucus",20.361996657,122
"151","E1.7.Pav.veno.1.20140811.M","E1","Coral Mucus",18.526231193,113
"152","E10.10.Poc.dami.1.20150630.M","E10","Coral Mucus",6.155485166,62
"153","E10.10.Sty.pist.1.20150630.M","E10","Coral Mucus",3.784441605,63
"154","E10.10.Sty.pist.2.20150630.M","E10","Coral Mucus",9.936322419,102
"155","E10.10.Sty.pist.3.20150630.M","E10","Coral Mucus",1.76548911,37
"156","E10.17.Fav.abdi.1.20150630.M","E10","Coral Mucus",3.300457199,41
"157","E10.17.Fav.abdi.2.20150630.M","E10","Coral Mucus",4.054872003,50
"158","E10.17.Gon.favu.1.20150629.M","E10","Coral Mucus",12.797126325,88
"159","E10.17.Gon.favu.1.20150630.M","E10","Coral Mucus",5.077559766,55
"160","E10.17.Gon.favu.2.20150630.M","E10","Coral Mucus",4.69095974,64
"161","E10.17.Mon.curt.3.20150629.M","E10","Coral Mucus",2.60816339,38
"162","E10.Aca.hill.1.20150629.M","E10","Coral Mucus",36.884244215,247
"163","E10.Aca.hill.2.20150629.M","E10","Coral Mucus",2.325513199,37
"164","E10.Aca.hill.3.20150629.M","E10","Coral Mucus",9.240613075,57
"165","E10.Acr.cyth.1.20150627.M","E10","Coral Mucus",8.679906147,115
"166","E10.Acr.cyth.2.20150627.M","E10","Coral Mucus",13.917111757,136
"167","E10.Acr.cyth.3.20150627.M","E10","Coral Mucus",4.249148028,60
"168","E10.Acr.pali.1.20150627.M","E10","Coral Mucus",10.919137945,96
"169","E10.Acr.pali.2.20150627.M","E10","Coral Mucus",13.17493532,80
"170","E10.Acr.pali.3.20150627.M","E10","Coral Mucus",5.602428087,65
"171","E10.Alv.alli.1.20150628.M","E10","Coral Mucus",3.529367543,21
"172","E10.Alv.alli.2.20150628.M","E10","Coral Mucus",3.334083099,57
"173","E10.Alv.alli.3.20150628.M","E10","Coral Mucus",7.676443114,72
"174","E10.Cyp.micr.1.20150627.M","E10","Coral Mucus",6.283262075,64
"175","E10.Cyp.sera.2.20150628.M","E10","Coral Mucus",7.130021156,50
"176","E10.Fav.abdi.1.20150629.M","E10","Coral Mucus",10.121658716,33
"177","E10.Mon.curt.1.20150629.M","E10","Coral Mucus",17.451609944,117
"178","E10.Mon.curt.2.20150629.M","E10","Coral Mucus",3.113630662,63
"179","E10.Poc.dami.1.20150628.M","E10","Coral Mucus",1.908908656,32
"180","E10.Por.hero.1.20150628.M","E10","Coral Mucus",3.793293651,20
"181","E10.Por.hero.2.20150628.M","E10","Coral Mucus",5.293565504,31
"182","E10.Por.hero.3.20150628.M","E10","Coral Mucus",1.878974966,9
"183","E10.Ser.cali.1.20150627.M","E10","Coral Mucus",1.69775122,37
"184","E10.Ser.cali.2.20150627.M","E10","Coral Mucus",7.454055478,38
"185","E10.Ser.cali.3.20150627.M","E10","Coral Mucus",12.940536608,94
"186","E10.Sty.pist.1.20150628.M","E10","Coral Mucus",5.741062099,44
"187","E3.10.Sty.pist.1.20150124.M","E3","Coral Mucus",3.542585102,55
"188","E3.10.Sty.pist.1.20150127.M","E3","Coral Mucus",12.422008206,106
"189","E3.10.Sty.pist.2.20150124.M","E3","Coral Mucus",4.721448834,54
"190","E3.11.Fun.sp.1.20150125.M","E3","Coral Mucus",12.478321987,169
"191","E3.11.Fun.sp.1.20150127.M","E3","Coral Mucus",6.093567702,45
"192","E3.11.Fun.sp.2.20150125.M","E3","Coral Mucus",7.975123701,128
"193","E3.14.Phy.lich.1.20150125.M","E3","Coral Mucus",10.364351324,104
"194","E3.14.Phy.lich.1.20150129.M","E3","Coral Mucus",7.836977664,75
"195","E3.14.Phy.lich.2.20150125.M","E3","Coral Mucus",10.437171977,83
"196","E3.15.Dip.heli.1.20150105.M","E3","Coral Mucus",2.946006709,58
"197","E3.15.Dip.heli.1.20150106.M","E3","Coral Mucus",8.065507166,58
"198","E3.15.Dip.heli.1.20150118.M","E3","Coral Mucus",11.217139367,86
"199","E3.15.Dip.heli.1.20150119.M","E3","Coral Mucus",5.577034758,95
"200","E3.15.Dip.heli.1.20150120.M","E3","Coral Mucus",6.459454804,71
"201","E3.15.Dip.heli.1.20150121.M","E3","Coral Mucus",7.216490378,109
"202","E3.15.Dip.heli.1.20150123.M","E3","Coral Mucus",3.207998727,50
"203","E3.15.Dip.heli.2.20150105.M","E3","Coral Mucus",5.125496249,52
"204","E3.15.Dip.heli.2.20150106.M","E3","Coral Mucus",4.496472335,49
"205","E3.15.Dip.heli.2.20150119.M","E3","Coral Mucus",5.797429994,71
"206","E3.15.Dip.heli.2.20150120.M","E3","Coral Mucus",6.344559251,81
"207","E3.15.Dip.heli.2.20150121.M","E3","Coral Mucus",7.86253123,95
"208","E3.15.Dip.heli.2.20150123.M","E3","Coral Mucus",9.623159345,120
"209","E3.15.Dip.heli.3.20150105.M","E3","Coral Mucus",10.33803242,122
"210","E3.15.Dip.heli.3.20150120.M","E3","Coral Mucus",2.703208673,62
"211","E3.15.Dip.heli.3.20150121.M","E3","Coral Mucus",5.204046398,93
"212","E3.15.Dip.heli.3.20150123.M","E3","Coral Mucus",13.046742793,183
"213","E3.15.Dip.heli.4.20150105.M","E3","Coral Mucus",1.685619835,52
"214","E3.17.Ech.mamm.1.20150123.M","E3","Coral Mucus",18.687701529,213
"215","E3.17.Ech.mamm.1.20150127.M","E3","Coral Mucus",0.49107745,23
"216","E3.17.Ech.mamm.1.20150129.M","E3","Coral Mucus",12.592679948,133
"217","E3.19.Sym.sp.1.20150125.M","E3","Coral Mucus",14.976608005,141
"218","E3.19.Sym.sp.1.20150127.M","E3","Coral Mucus",9.606489022,127
"219","E3.19.Sym.sp.2.20150125.M","E3","Coral Mucus",16.173925425,167
"220","E3.2.Tur.reni.1.20150124.M","E3","Coral Mucus",8.956938603,98
"221","E3.2.Tur.reni.1.20150127.M","E3","Coral Mucus",0.015139501,6
"222","E3.2.Tur.reni.2.20150124.M","E3","Coral Mucus",6.996894364,92
"223","E3.3.Por.cyli.1.20150123.M","E3","Coral Mucus",7.112350528,105
"224","E3.3.Por.cyli.1.20150127.M","E3","Coral Mucus",12.087895914,104
"225","E3.3.Por.cyli.2.20150123.M","E3","Coral Mucus",1.924960885,41
"226","E3.4.Pac.rugo.1.20150127.M","E3","Coral Mucus",17.009117151,162
"227","E3.4.Pac.rugo.1.20150128.M","E3","Coral Mucus",9.332631514,100
"228","E3.4.Pac.spec.1.20150128.M","E3","Coral Mucus",17.896329442,143
"229","E3.4.Pac.spec.1.20150129.M","E3","Coral Mucus",12.983091684,131
"230","E3.5.Gal.astr.1.20150124.M","E3","Coral Mucus",1.04588441,26
"231","E3.5.Gal.astr.2.20150124.M","E3","Coral Mucus",2.043517034,24
"232","E3.5.Gal.astr.2.20150127.M","E3","Coral Mucus",5.498968257,73
"233","E3.6.Acr.hyac.1.20150105.M","E3","Coral Mucus",3.721553382,94
"234","E3.6.Acr.hyac.1.20150106.M","E3","Coral Mucus",3.071933395,41
"235","E3.6.Acr.hyac.1.20150118.M","E3","Coral Mucus",17.199096754,81
"236","E3.6.Acr.hyac.1.20150120.M","E3","Coral Mucus",11.595225581,147
"237","E3.6.Acr.hyac.1.20150121.M","E3","Coral Mucus",3.418256652,56
"238","E3.6.Acr.hyac.1.20150123.M","E3","Coral Mucus",4.779153807,95
"239","E3.6.Acr.hyac.2.20150105.M","E3","Coral Mucus",7.163400973,85
"240","E3.6.Acr.hyac.2.20150106.M","E3","Coral Mucus",4.744427094,76
"241","E3.6.Acr.hyac.2.20150120.M","E3","Coral Mucus",4.278554052,69
"242","E3.6.Acr.hyac.2.20150121.M","E3","Coral Mucus",6.745859004,81
"243","E3.6.Acr.hyac.2.20150123.M","E3","Coral Mucus",14.219873807,185
"244","E3.6.Acr.hyac.3.20150105.M","E3","Coral Mucus",11.548893161,125
"245","E3.6.Acr.hyac.3.20150120.M","E3","Coral Mucus",4.369286677,49
"246","E3.6.Acr.hyac.3.20150121.M","E3","Coral Mucus",1.879116593,34
"247","E3.6.Acr.hyac.3.20150123.M","E3","Coral Mucus",19.44265015,220
"248","E3.6.Acr.hyac.4.20150105.M","E3","Coral Mucus",2.611483142,40
"249","E3.7.Pav.vari.1.20150124.M","E3","Coral Mucus",12.744240842,128
"250","E3.7.Pav.vari.1.20150127.M","E3","Coral Mucus",10.371389603,114
"251","E3.7.Pav.vari.2.20150124.M","E3","Coral Mucus",13.257672193,147
"252","E7.10.Poc.dami.1.20150621.M","E7","Coral Mucus",4.083809192,80
"253","E7.10.Poc.dami.2.20150621.M","E7","Coral Mucus",12.746311275,117
"254","E7.10.Poc.dami.3.20150621.M","E7","Coral Mucus",2.110722694,34
"255","E7.10.Ser.cali.1.20150622.M","E7","Coral Mucus",2.820501445,57
"256","E7.10.Ser.cali.2.20150622.M","E7","Coral Mucus",6.928969883,129
"257","E7.10.Ser.cali.3.20150622.M","E7","Coral Mucus",6.16909577,118
"258","E7.17.Cyp.micr.1.20150621.M","E7","Coral Mucus",13.563733096,161
"259","E7.17.Cyp.micr.2.20150621.M","E7","Coral Mucus",11.060699759,123
"260","E7.17.Cyp.micr.3.20150621.M","E7","Coral Mucus",2.268367622,50
"261","E7.17.Ech.lame.1.20150620.M","E7","Coral Mucus",15.833482497,130
"262","E7.17.Ech.lame.2.20150620.M","E7","Coral Mucus",2.746007255,45
"263","E7.17.Ech.lame.3.20150620.M","E7","Coral Mucus",31.106968833,233
"264","E7.17.Fav.abdi.1.20150623.M","E7","Coral Mucus",20.873939477,154
"265","E7.17.Fav.abdi.2.20150623.M","E7","Coral Mucus",1.067358939,17
"266","E7.17.Fav.spA.1.20150623.M","E7","Coral Mucus",3.587830513,55
"267","E7.17.Fav.spA.2.20150623.M","E7","Coral Mucus",1.655844666,22
"268","E7.17.Fav.spB.1.20150623.M","E7","Coral Mucus",6.451640382,106
"269","E7.17.Gon.edwa.1.20150623.M","E7","Coral Mucus",2.302954777,35
"270","E7.17.Gon.edwa.2.20150623.M","E7","Coral Mucus",1.189344807,28
"271","E7.17.Hyd.exce.1.20150620.M","E7","Coral Mucus",15.259498953,126
"272","E7.17.Hyd.exes.1.20150622.M","E7","Coral Mucus",16.414753564,156
"273","E7.17.Hyd.exes.2.20150622.M","E7","Coral Mucus",3.172922774,31
"274","E7.17.Mer.ampl.1.20150621.M","E7","Coral Mucus",12.209006725,130
"275","E7.17.Mer.ampl.3.20150621.M","E7","Coral Mucus",13.778864063,124
"276","E7.17.Myc.elep.1.20150622.M","E7","Coral Mucus",13.951286825,130
"277","E7.17.Pla.sine.2.20150622.M","E7","Coral Mucus",10.775925299,121
"278","E7.17.Pla.sine.3.20150622.M","E7","Coral Mucus",8.049274554,107
"279","E7.19.Lob.hemp.1.20150619.M","E7","Coral Mucus",16.098557191,154
"280","E7.19.Lob.hemp.1.20150621.M","E7","Coral Mucus",5.735425811,93
"281","E7.19.Lob.hemp.2.20150619.M","E7","Coral Mucus",18.536906364,138
"282","E7.3.Por.loba.1.20150619.M","E7","Coral Mucus",10.111813452,97
"283","E7.3.Por.loba.2.20150619.M","E7","Coral Mucus",3.155843979,46
"284","E7.3.Por.loba.3.20150619.M","E7","Coral Mucus",8.560153816,43
"285","E7.3.Por.loba.4.20150619.M","E7","Coral Mucus",2.146513679,58
"286","E7.5.Gal.astr.1.20150622.M","E7","Coral Mucus",6.041751046,95
"287","E7.5.Gal.fasc.1.20150621.M","E7","Coral Mucus",13.701062207,135
"288","E7.5.Gal.fasc.1.20150622.M","E7","Coral Mucus",2.999168345,45
"289","E7.6.Acr.hyac.1.20150622.M","E7","Coral Mucus",7.956295911,124
"290","E7.6.Acr.hyac.2.20150622.M","E7","Coral Mucus",6.479645888,99
"291","E7.6.Acr.hyac.3.20150622.M","E7","Coral Mucus",5.978684814,112
"292","E7.6.Mon.aequ.1.20150620.M","E7","Coral Mucus",3.687450022,86
"293","E7.6.Mon.aequ.2.20150620.M","E7","Coral Mucus",6.970180343,106
"294","E7.6.Mon.aequ.3.20150620.M","E7","Coral Mucus",4.197725846,72
"295","E7.6.Mon.aequ.4.20150620.M","E7","Coral Mucus",1.276788364,34
"296","E7.7.Pav.vari.1.20150622.M","E7","Coral Mucus",9.999370109,136
"297","E7.7.Pav.vari.1.20150623.M","E7","Coral Mucus",1.309467751,12
"298","E7.7.Pav.vari.2.20150622.M","E7","Coral Mucus",5.433077216,78
