	Facultatively_Anaerobic
688533	FALSE
4481373	FALSE
4408637	FALSE
237131	FALSE
250908	FALSE
931727	FALSE
832359	FALSE
811571	FALSE
2221063	FALSE
758320	FALSE
808440	FALSE
4451743	TRUE
185410	FALSE
724665	FALSE
1139618	FALSE
830956	FALSE
166322	FALSE
3860285	FALSE
632342	FALSE
693124	FALSE
2853353	FALSE
3905299	FALSE
842284	FALSE
1016465	FALSE
254116	TRUE
441828	FALSE
567670	TRUE
581316	FALSE
99430	FALSE
582814	FALSE
164443	FALSE
804325	FALSE
1087298	FALSE
933546	FALSE
693333	TRUE
242119	TRUE
1105163	FALSE
1028542	FALSE
2981822	FALSE
570595	FALSE
246636	FALSE
694505	FALSE
1144747	FALSE
1106085	FALSE
4319936	FALSE
554981	FALSE
249115	FALSE
254951	FALSE
589277	FALSE
4465803	FALSE
335960	FALSE
664541	FALSE
2524373	FALSE
727369	FALSE
2143302	FALSE
555217	FALSE
535910	FALSE
158932	FALSE
135965	FALSE
3290338	FALSE
83349	FALSE
